title,abstract,trial
Identification and interpretation of clinical and quality of life prognostic factors for survival and response to treatment in first-line chemotherapy in advanced breast cancer.,"The aim of the project was to identify clinical and quality of life (QL) factors that together predict survival and response to chemotherapy in advanced breast cancer. Potential prognostic factors were studied in 187 women with baseline QL data from a trial of paclitaxel versus doxorubicin as first-line chemotherapy. Demographic and clinical factors studied were age, performance status, dominant site of disease and preceding disease-free interval (DFI). Factors from the EORTC QLQ-C30 were all function scales, fatigue, nausea/vomiting, pain, dyspnoea, insomnia, loss of appetite and global QL. The proportional hazards regression model with stratification for treatment, and the logistic regression model adjusting for treatment arm were used for univariate and multivariate analyses of survival and response to treatment, respectively. For survival, multiple sites of visceral disease, pain, global QL and fatigue were significant prognostic factors in the univariate analysis. The final multivariate model predicted poor survival with multiple sites of visceral disease (P=0.003), DFI </=2 years (P=0.026) and pain (P=0.003). For response, age, dyspnoea, fatigue and global QL were significant predictive factors in the univariate analysis. The final multivariate model for response selected DFI (P=0.009), multiple sites of visceral disease (P=0.037) and dyspnoea (P=<0.001) using forward selection, but model instability was indicated by the inclusion of fatigue and emotional function in the final model when backward selection was used. In addition to known clinical factors, patient-assessed QL variables appear to be prognostic for survival and response to chemotherapy in women with advanced breast cancer. However, identification of prognostic factors from responses to questionnaires may be unstable, and their reliability and clinical utility should be tested prospectively.",0
Randomized multicentric study of perioperative chemotherapy with mitoxantrone in early breast cancer.,"BACKGROUND: To confirm the hypothesis that reducing the interval between surgery and adjuvant chemotherapy could improve prognosis, a randomized multicentric study of adjuvant perioperative chemotherapy (POC) in breast cancer was initiated. METHODS: A total of 552 patients were randomized to evaluate whether the addition of POC to standard adjuvant treatment significantly improved outcome. Patients were stratified according to menopausal status, with 362 patients in the postmenopausal group and 192 patients in the premenopausal group. Premenopausal women with positive axillary nodes, negative hormonal receptors, or grade 3 tumors received adjuvant mitoxantrone-based chemotherapy. Node-negative premenopausal patients with grade 1 or 2 tumors expressing hormonal receptors received no standard adjuvant treatment. All postmenopausal women received hormonal therapy (tamoxifen 20 mg/day for 3 years). The perioperative regimen was a 14 mg/m(2) mitoxantrone infusion at the end of tumor excision. RESULTS: With a median follow-up of 6.1 years, this study showed no significant advantage of POC on overall survival, disease-free survival, or metastasis-free survival for the total cohort or for the premenopausal and postmenopausal groups. CONCLUSIONS: POC was a safe procedure in this study. However, the addition of POC to standard adjuvant treatment offered no benefit in breast cancer adjuvant treatment.",1
"Cyclophosphamide, methotrexate and fluorouracil (CMF) versus hormonal ablation with leuprorelin acetate as adjuvant treatment of node-positive, premenopausal breast cancer patients: preliminary results of the TABLE-study (Takeda Adjuvant Breast cancer study with Leuprorelin Acetate).","PURPOSE: The objective of this study was to evaluate the efficacy and tolerability of leuprorelin acetate in adjuvant treatment in comparison to standard chemotherapy with CMF in premenopausal, estrogen-receptor-positive or unknown, node-positive patients with early breast cancer. PATIENTS AND METHODS: The patients were randomly assigned to receive either 2 years of hormone ablation with leuprorelin acetate 11.25 mg as a subcutaneous injection every three months or six courses of CMF (cyclophosphamide 500 mg/m2, methotrexate 40 mg/m2, fluorouracil 600 mg/m2, days 1 and 8, q 4 weeks). The primary study end-point was recurrence-free survival (RFS) after 2 years. Secondary end-points included overall survival, adverse events and hormonal suppression. RESULTS: Between 1995 and 1999, a total of 589 patients with breast cancer were randomized to treatment with leuprorelin acetate or CMF. The data of 227 patients were available for this first interim analysis. One hundred and ten and 117 patients were assigned to leuprorelin acetate and chemotherapy, respectively. Both treatment arms were well balanced for baseline characteristics. So far, no difference between the groups has emerged with respect to recurrence-free or overall survivaL Suppression of serum estradiol levels and menstruation was less marked in the CMF-group compared to the leuprorelin arm. The most common adverse events were low-grade hot flushes, weight gain and increased sweating in the leuprorelin-treated patients and alopecia, nausea and vomiting in the CMF-group. CONCLUSION: According to these preliminary results, ovarian suppression with leuprorelin acetate was as effective as standard chemotherapy for premenopausal women with hormone-sensitive, node-positive early breast cancer.",1
Analysis of chemotherapy-induced amenorrhea rates by three different anthracycline and taxane containing regimens for early breast cancer.,"PURPOSE: Chemotherapy-induced amenorrhea (CIA) by newer taxane-containing regimens was evaluated in early breast cancer (EBC) patients. METHODS: A prospective cohort of 122 premenopausal EBC patients participated in a phase III trial of preoperative docetaxel/capecitabine (TX) versus doxorubicin/cyclophosphamide (AC); 34 patients received adjuvant AC followed by paclitaxel (T) and 129 patients received 5-fluorouracil/doxorubicin/cyclophosphamide (FAC). RESULTS: The CIA rate was 90.2% with TX/AC, 73.5% with AC followed by T, and 72.1% with FAC at 1 year (P = 0.002), and 66.7%, 73.3%, and 58.9%, respectively, at 3 years (P = 0.268). At one year, age (P < 0.001) and taxane use (P = 0.002), and after two years, age and tamoxifen use were significant factors for CIA in multivariate analysis. Serum estradiol and follicle-stimulating hormone levels were significantly correlated with menstrual status, age, and tamoxifen use. CONCLUSION: Taxanes resulted in higher CIA rates in the first year, but age and tamoxifen use were significant factors for persistent CIA.",0
The Christie hospital adjuvant tamoxifen trial--status at 10 years.,"From November 1976 to June 1982, a randomised clinical trial was carried out at the Christie Hospital, Manchester, to test the clinical efficacy of tamoxifen (TAM) as an adjuvant to surgery for patients with operable breast carcinoma. Following surgery, premenopausal women were randomly allocated to have either TAM 20 mg day-1 for one year or an irradiation menopause (the previous standard treatment). Postmenopausal women had TAM 20 mg day-1 for one year or no further treatment (Controls). A total of 1005 patients were entered into the trial of whom 961 are evaluable at 10 years from the inception. At 10 years the analysis shows no significant difference in overall and disease free survival between premenopausal women given TAM or an irradiation menopause. For premenopausal node negative patients there would appear to be a trend in favour of the TAM treated patients with a 93% ten year survival vs. 82% for the irradiation menopause group (P = 0.09). When the disease free survival of all 961 patients is analysed, allowing for node status, then there is a marked trend in favour of the TAM treated patients (P = 0.07). Of the patients originally allocated to TAM 47% had an irradiation menopause on relapse and 73% of the postmenopausal control patients had TAM on relapse. The incidence of side effects and second primary tumours is discussed as well as the possible effects of varying the length of time over which adjuvant TAM is administered.",1
Everolimus in postmenopausal hormone-receptor-positive advanced breast cancer.,"BACKGROUND: Resistance to endocrine therapy in breast cancer is associated with activation of the mammalian target of rapamycin (mTOR) intracellular signaling pathway. In early studies, the mTOR inhibitor everolimus added to endocrine therapy showed antitumor activity. METHODS: In this phase 3, randomized trial, we compared everolimus and exemestane versus exemestane and placebo (randomly assigned in a 2:1 ratio) in 724 patients with hormone-receptor-positive advanced breast cancer who had recurrence or progression while receiving previous therapy with a nonsteroidal aromatase inhibitor in the adjuvant setting or to treat advanced disease (or both). The primary end point was progression-free survival. Secondary end points included survival, response rate, and safety. A preplanned interim analysis was performed by an independent data and safety monitoring committee after 359 progression-free survival events were observed. RESULTS: Baseline characteristics were well balanced between the two study groups. The median age was 62 years, 56% had visceral involvement, and 84% had hormone-sensitive disease. Previous therapy included letrozole or anastrozole (100%), tamoxifen (48%), fulvestrant (16%), and chemotherapy (68%). The most common grade 3 or 4 adverse events were stomatitis (8% in the everolimus-plus-exemestane group vs. 1% in the placebo-plus-exemestane group), anemia (6% vs. <1%), dyspnea (4% vs. 1%), hyperglycemia (4% vs. <1%), fatigue (4% vs. 1%), and pneumonitis (3% vs. 0%). At the interim analysis, median progression-free survival was 6.9 months with everolimus plus exemestane and 2.8 months with placebo plus exemestane, according to assessments by local investigators (hazard ratio for progression or death, 0.43; 95% confidence interval [CI], 0.35 to 0.54; P<0.001). Median progression-free survival was 10.6 months and 4.1 months, respectively, according to central assessment (hazard ratio, 0.36; 95% CI, 0.27 to 0.47; P<0.001). CONCLUSIONS: Everolimus combined with an aromatase inhibitor improved progression-free survival in patients with hormone-receptor-positive advanced breast cancer previously treated with nonsteroidal aromatase inhibitors. (Funded by Novartis; BOLERO-2 ClinicalTrials.gov number, NCT00863655.).",1
Adjuvant chemo-endocrine therapy or endocrine therapy alone for postmenopausal patients: Ludwig Studies III and IV.,,0
Pamidronate in the prevention of chemotherapy-induced bone loss in premenopausal women with breast cancer: a randomized controlled trial.,"PURPOSE: Mortality from breast cancer has decreased in large part because of adjuvant chemotherapy. Sequelae of therapy include ovarian failure and bone loss, loss that would increase these patients' risk of fracture with aging. In this study, we assessed the efficacy of pamidronate in preventing such loss. PATIENTS AND METHODS: The study was a 1-yr randomized, double-blind, placebo-controlled trial comparing pamidronate 60 mg iv every 3 months with placebo in 40 premenopausal women with newly diagnosed breast cancer. Bone mineral density (BMD) of the spine and hip and remodeling markers were monitored over 1 yr. RESULTS: Over half of the subjects became amenorrheic, and those who did were 4 yr older than those who did not (P = 0.02). The mean difference in percent change in BMD at 12 months between the two treatment groups was 5.1% at the lumbar spine (P = 0.002) in the overall study group and 5% at the lumbar spine and 5.2% at the total hip in the amenorrheic subgroup (P < 0.03). Biochemical markers of bone remodeling did not differ between the two treatment groups, and treatment was well tolerated. CONCLUSION: Chemotherapy-induced amenorrhea is common with ensuing bone loss at the spine and hip. Pamidronate prevented bone loss at the spine and hip and was well tolerated.",0
Randomized phase II study of high-dose paclitaxel with or without amifostine in patients with metastatic breast cancer.,"PURPOSE: To determine whether the neurotoxicity of paclitaxel 250 mg/m(2) given over 3 hours every 3 weeks could be reduced by pretreatment with amifostine 910 mg/m(2). Secondary objectives included comparing myelosuppression, myalgias, and response rates of the two groups. PATIENTS AND METHODS: Forty women with metastatic breast cancer were randomized to receive either paclitaxel alone (arm 1) or paclitaxel preceded by amifostine (arm 2). All were assessable for toxicity, and 37 were assessable for response. At baseline and after each cycle, all patients completed questionnaires for neurologic symptoms and had standardized neurologic examinations, including objective assessments of power and vibration sense. In addition, standard follow-up assessments for other toxicities and tumor response were undertaken. Changes from baseline after courses 1, 2, and 3 were assessed. The sample size was sufficient to detect a 50% improvement in the expected determination in sensory change. RESULTS: There were no differences observed in any of the measures of neurotoxicity. Other toxicity was similar in arms 1 and 2, including hair loss (95% v 90%), neurosensory changes (100% v 100%), fatigue/lethargy (85% v 90%), myalgia (95% v 90%), and grade 4 neutropenia (47% v 60%). Nausea, vomiting, dizziness, hypotension, and sneezing were more common in the amifostine arm. Response rates (22.2% v 36.8%) and paclitaxel pharmacokinetics were not significantly different. CONCLUSION: There was no protection from paclitaxel-related neurotoxicity or hematologic toxicity in this study. These results suggest that the mechanism of action of paclitaxel-related toxic effects is not amenable to the cytoprotective action of amifostine.",1
Identification of a subgroup of patients with breast cancer and histologically positive axillary nodes receiving adjuvant chemotherapy who may benefit from postoperative radiotherapy.,"Risk factors for isolated local-regional (LR) recurrence following mastectomy for breast cancer were analyzed in a review of 627 women entered into Eastern Cooperative Oncology Group (ECOG) adjuvant chemotherapy trials between 1978 and 1982. Premenopausal patients were randomized to cyclophosphamide, methotrexate, and fluorouracil (5-FU) (CMF), cyclophosphamide, methotrexate, 5-FU, and prednisone (CMFP), or cyclophosphamide, methotrexate, 5-FU, prednisone, and tamoxifen (CMFPT). Postmenopausal patients were randomized to observation, CMFP, or CMFPT. Median follow-up time was 4.5 years. At 3 years, 225 patients relapsed and in 70 (31% of failures, 11% of all patients) the initial site was LR without distant metastases. In a multivariate analysis, the risk of an isolated LR recurrence significantly correlated with the number of positive axillary nodes, the primary tumor size, the presence of tumor necrosis, and the number of axillary nodes examined. Factors that significantly discriminated between an isolated LR recurrence and distant metastasis were the number of positive nodes and primary tumor size. Patients with four to seven positive nodes or tumor size greater than or equal to 5 cm had a chance of developing an isolated LR recurrence almost equal to the risk of distant metastases. These findings suggest a potential for improved survival in this subset of patients with the addition of postmastectomy radiation to chemotherapy, and continue to emphasize the presence of a group of patients at high risk for isolated LR recurrence despite adjuvant chemotherapy.",0
Corticosteroids significantly delay the onset of docetaxel-induced fluid retention: final results of a randomized study of the European Organization for Research and Treatment of Cancer Investigational Drug Branch for Breast Cancer.,"PURPOSE: To confirm the efficacy of docetaxel in patients with breast cancer previously treated with one chemotherapy regimen for advanced or metastatic disease and to compare the incidence of fluid retention (FR) and skin toxicity when docetaxel is administered with and without prophylactic corticosteroids. PATIENTS AND METHODS: Eighty-three patients, pretreated with one chemotherapy regimen for metastatic breast cancer (MBC) with bidimensionally measurable and progressive disease, were eligible for this randomized trial. Docetaxel with prophylactic oral antihistamine was administered at a dose of 50 mg/m2 as a 1-hour infusion on days 1 and 8 every 21 days and patients were randomized to receive methylprednisolone (40 mg days -1, 0, 1, 7, 8, and 9 of each cycle) (arm A) or no methylprednisolone (arm B). RESULTS: Twenty-eight patients (34%, 95% confidence interval [CI], 23% to 45%) achieved on objective response. The median time to disease progression and median overall survival time were 5 and 13.5 months, respectively. In total, 415 cycles of docetaxel were administered (arm A: N = 219, median = six; arm B: N = 196, median = five). The most common toxicity observed was grade 3 or 4 neutropenia, which occurred in 79% of patients. Clinically significant nonhematologic side effects included skin reactions and asthenia. In an intent-to-treat analysis, patients who received methylprednisolone premedication had a delayed onset of FR (median time to onset of FR: arm A, 84 days; arm B, 62 days; P = .01) and received a higher median cumulative dose of docetaxel before the onset of FR (arm A, 333 mg/m2; arm B, 215 mg/m2; P = .001). There was no statistically significant difference in the incidence of skin toxicity between the two arms. CONCLUSION: Docetaxel, at this dose and schedule, has definite antitumor activity in pretreated MBC patients. Moreover, this is the first randomized trial to show that corticosteroids have a favorable impact on docetaxel-induced FR.",0
"Doxorubicin and paclitaxel versus fluorouracil, doxorubicin and cyclophosphamide as first-line therapy for women with advanced breast cancer: long-term analysis of the previously published trial.","BACKGROUND: The aim of this study was to perform an independent review of the efficacy data and to determine whether the efficacy difference observed in a phase III randomised clinical trial that compared doxorubicin plus paclitaxel (AT) versus fluorouracil/doxorubicin/cyclophosphamide (FAC) in first-line chemotherapy of metastatic breast cancer was maintained after a longer follow-up period. MATERIAL AND METHODS: A blinded independent review of original radiological images and original case report forms (CRFs) was conducted by an expert radiologist and an expert medical oncologist, respectively. The analysis of the updated data included time to progression (TTP) and overall survival (OS). RESULTS: CRFs for all 267 patients randomised in the study were available for medical review. The results of the independent review were consistent with the original analysis. At a median follow-up of 69 months, the difference in median TTP and OS in favour of the AT arm remained significant (median TTP 8.1 vs. 6.2 months, (p = 0.036); OS 23.0 vs. 18.3 months, (p = 0.005), respectively). CONCLUSIONS: This blinded independent review and analysis of updated data confirmed the advantage for AT over FAC with regard to TTP and OS in patients with metastatic breast cancer.",0
A phase III randomized trial comparing adjuvant concomitant chemoradiotherapy versus standard adjuvant chemotherapy followed by radiotherapy in operable node-positive breast cancer: final results.,"PURPOSE: To compare concomitant and sequential adjuvant chemoradiotherapy regimens in node-positive, operable breast cancer patients. METHODS AND MATERIALS: This was a randomized, French, multicenter, phase III trial enrolling 638 eligible women with prior breast surgery and positive axillary dissection. Patients in Arm A received 500 mg/m2 5-fluorouracil, 12 mg/m2 mitoxantrone, and 500 mg/m2 cyclophosphamide, with concomitant radiotherapy (50 Gy +/- 10-20-Gy boost). Patients in Arm B received 500 mg/m2 5-fluorouracil, 60 mg/m2 epirubicin, and 500 mg/m2 cyclophosphamide, with subsequent radiotherapy. Chemotherapy was administered on Day 1 every 21 days for 4 cycles. RESULTS: Median treatment durations were 64 and 126 days (Arms A and B, respectively), with no significant difference in overall or disease-free survival. Five-year locoregional relapse-free survival favored patients with conservative surgery (two thirds of the population), with less local and/or regional recurrence in Arm A than in Arm B (3% vs. 9%; p = 0.01). Multivariate analysis in this subgroup showed a 2.8-fold increased risk of locoregional recurrence with sequential chemoradiotherapy, independent of other prognostic factors (p = 0.027). Febrile neutropenia and Grade 3-4 leukopenia were significantly more frequent in Arm A. Subclinical left ventricular ejection fraction events at 1 year were more frequent with concomitant radiotherapy (p = 0.02). CONCLUSIONS: Concomitant radiotherapy with adjuvant fluorouracil, mitoxantrone, and cyclophosphamide has significantly better locoregional control in node-positive breast cancer after conservative surgery and 50% shorter treatment, albeit with slightly more acute toxicity. With mitoxantrone no longer available for adjuvant breast cancer treatment, alternative concomitant chemoradiotherapy studies are needed.",1
Different doses of epirubicin associated with fixed doses of cyclophosphamide and 5-fluorouracil: a randomised study in advanced breast cancer.,,1
Randomized phase II study of BR96-doxorubicin conjugate in patients with metastatic breast cancer.,"PURPOSE: BMS-182248-1 (BR96-doxorubicin immunoconjugate) is a chimeric human/mouse monoclonal antibody linked to approximately eight doxorubicin molecules. The antibody is directed against the Lewis-Y antigen, which is expressed on 75% of all breast cancers but is limited in expression on normal tissues. Preclinical xenograft models demonstrated significant antitumor activity, including cures. A randomized phase II design was chosen to estimate the activity of the BR96-doxorubicin conjugate in metastatic breast cancer in a study population with confirmed sensitivity to single-agent doxorubicin. PATIENTS AND METHODS: Patients with measurable metastatic breast cancer and immunohistochemical evidence of Lewis-Y expression on their tumor received either BR96-doxorubicin conjugate 700 mg/m2 IV over 24 hours or doxorubicin 60 mg/m2 every 3 weeks. Patients were stratified on the basis of prior doxorubicin exposure, visceral disease, and institution. Cross-over to the opposite treatment arm was allowed with progressive or persistently stable disease. RESULTS: Twenty-three patients who had received a median of one prior chemotherapy regimen were assessable. There was one partial response (7%) in 14 patients receiving the BR96-doxorubicin conjugate and one complete response and three partial responses (44%) in nine assessable patients receiving doxorubicin. No patient experienced a clinically significant hypersensitivity reaction. The toxicities were significantly different between the two treatment groups, with the BR96-doxorubicin conjugate group having limited hematologic toxicity, whereas gastrointestinal toxicities, including marked serum amylase and lipase elevations, nausea, and vomiting with gastritis, were prominent. CONCLUSION: The BR96-doxorubicin immunoconjugate has limited clinical antitumor activity in metastatic breast cancer. The gastrointestinal toxicities likely represent binding of the agent to normal tissues expressing the target antigen and may have compromised the delivery of the immunoconjugate to the tumor sites.",1
Maintenance treatment with medroxyprogesterone acetate in patients with advanced breast cancer responding to chemotherapy: results of a randomized trial. Essen Breast Cancer Study Group.,"The purpose of this randomized phase III trial was to study whether medroxyprogesterone acetate (MPA) maintenance treatment prolongs the time to progression in advanced breast cancer patients responding to an induction chemotherapy. Patients with progressive advanced breast cancer previously untreated with anthracylines and progestins were given epirubicin (30 mg/m2) and ifosfamide (2 g/m2) on days 1 and 8 at 3-weekly intervals. Patients without disease progression after 6 cycles of chemotherapy were randomly assigned to receive, until progression, either no treatment or MPA at a daily total dose of 500 mg. Ninety patients were randomized: 46 to the MPA arm and 44 to the observation arm. Median time to progression was longer in the MPA arm: 4.9 months versus 3.7 months in the intent-to-treat analysis (p = 0.02), and 4.9 months versus 3.0 months in the secondary efficacy analysis (p = 0.012). Seven patients were removed from MPA due to side effects. The changes in patient-rated quality of life scores were similar in both groups. The median length of survival from randomization was 17.4 months for patients receiving MPA and 18.3 months for patients randomized to observation (p = 0.39). In conclusion, in patients with advanced breast cancer achieving remission or non-progression with 6 cycles of epirubicin and ifosfamide chemotherapy, MPA maintenance treatment led to a significant, though modest, prolongation of the time to progression without affecting overall survival of the study patients.",1
"A comparison of cyclophosphamide, adriamycin, and 5-fluorouracil (CAF) and cyclophosphamide, methotrexate, 5-fluorouracil, vincristine, and prednisone (CMFVP) in patients with advanced breast cancer.","The Southeastern Cancer Study Group, in a prospectively randomized study involving patients with advanced breast cancer, has compared a low dose intermittently administered five-drug regimen including cyclophosphamide, methotrexate, 5-fluorouracil, vincristine, and prednisone (CMFVP) with an aggressively administered three-drug regimen including cyclophosphamide, doxorubicin, and 5-fluorouracil (CAF). CAF induced more responses and more complete responses and a longer duration of disease control. However, only a marginal difference was demonstrated in overall survival between the two regimens (p = less than 0.10). Patients with a good risk pattern of metastases, i.e. those with nodular local chest wall recurrence, nodular pulmonary metastases, or bone-only metastases were more likely to achieve a response and survive longer than those with a poor risk pattern, i.e. lymphangitic pulmonary metastases, pleural effusion with chest wall ulceration, or widespread metastases, including hepatic. All of the differences between the two regimens were noted in the good risk pattern groups. CAF provided no additional benefit to patients presenting with poor risk patterns of metastases. Adriamycin-containing combinations may achieve a greater degree of tumor cell kill in certain subsets of patients with advanced breast cancer, but this provides only a marginal increase in survival.",1
"Fulvestrant, formerly ICI 182,780, is as effective as anastrozole in postmenopausal women with advanced breast cancer progressing after prior endocrine treatment.","PURPOSE: To compare the efficacy and tolerability of fulvestrant (formerly ICI 182,780) and anastrozole in postmenopausal women with advanced breast cancer progressing after prior endocrine treatment. PATIENTS AND METHODS: Patients (n = 451) with advanced breast cancer were randomized to receive fulvestrant 250 mg as a once-monthly (one x 5 mL) intramuscular injection or an oral dose of anastrozole 1 mg in this open, parallel-group, multicenter trial. The primary end point was time to progression (TTP). Secondary end points included objective response (OR) rates, defined as complete response (CR) or partial response (PR), duration of response (DOR), and tolerability. RESULTS: Patients were followed for a median period of 14.4 months. In terms of TTP, fulvestrant was as effective as anastrozole (hazard ratio, 0.98; confidence interval [CI], 0.80 to 1.21; P =.84). Median TTP was 5.5 months for fulvestrant and 5.1 months for anastrozole. OR rates showed a numerical advantage for fulvestrant (20.7%) over anastrozole (15.7%) (odds ratio, 1.38; CI, 0.84 to 2.29; P =.20). Clinical benefit rates (CR + PR + stable disease > or = 24 weeks) were 44.6% for fulvestrant and 45.0% for anastrozole. Median DOR was 14.3 months for fulvestrant and 14.0 months for anastrozole. Both treatments were well tolerated, with 3.2% and 1.3% of fulvestrant- and anastrozole-treated patients, respectively, withdrawn from treatment because of an adverse event. CONCLUSION: Fulvestrant was as effective as anastrozole. These data confirm that fulvestrant is an additional, effective, and well-tolerated treatment for advanced breast cancer in postmenopausal women whose disease progressed on prior endocrine therapy.",1
Weekly adriamycin versus VAC in advanced breast cancer. A randomized trial.,"In a prospective randomised study 128 patients with advanced breast cancer were treated either with Adriamycin (20 mg/week) or vincristine, Adriamycin and cyclophosphamide (VAC). An objective response was obtained in 31 and 35% of patients in the two groups. There was no significant difference with regard to duration of response or survival. Weekly low dose Adriamycin was well tolerated. When subjective side effects occurred, they were usually slight and transient. In approx. 40% of the patients no side-effects at all were observed. Eight per cent had alopecia requiring a wig. Only slight myelosuppression could be seen in a few patients and this had no practical implications. Most or all of VAC patients experienced severe toxicity with regard to nausea, vomiting and alopecia. Also myelosuppression was more pronounced among VAC patients. It is concluded that weekly doses of Adriamycin as single agent therapy for advanced breast cancer is as effective as the VAC combination delivered every third week, with considerably less toxicity.",1
Oral versus intramuscular high-dose medroxyprogesterone acetate (HD-MPA) in advanced breast cancer. A randomized study of the Belgian Society of Medical Oncology.,"Ninety postmenopausal women with advanced breast cancer were randomly assigned to be treated with HD-MPA administered either by oral route (daily dose 900 mg) or by intramuscular injections (1 g IM daily X 5 q w during 4 consecutive weeks followed by maintenance with 1 g twice weekly). Among 78 evaluable cases, most heavily pretreated, remissions, lasting for a median duration of 11 months, were more frequent on oral (8/37 = 22%) than on IM therapy (5/41 = 12%). In both arms, high estrogen receptor levels and various clinical factors were associated with higher response rates i.e., age greater than 60, Karnofsky greater than 70, light prior systemic treatment. Side-effects, consisting mainly of weight gain, hypertension and tremor occurred with equal frequency on oral or IM treatment. Five patients complained of pain at the sites of IM injections. Thus, we recommended that, whenever possible, the oral route should be preferred. During the same study, in 20 patients (11 on oral and 9 on IM therapy), blood was drawn at 0, 30, and 60 days of treatment for the assessment of MPA and hormone levels. In both arms, at 60 days, comparable levels of circulating MPA were obtained, with a very significant drop of cortisol, androstenedione, and estrone. These endocrine results, together with our clinical data, indicate that HD-MPA therapy is active on estrogen-dependent tumors with the same specificity as that of other modalities aiming to suppress the adrenal function. Its antineoplastic action in humans could be ascribed at least in part to its suppressive action on the adrenals, resulting in a severe estrogenic deprivation in postmenopausal women.",1
"Comparison of toremifene and tamoxifen in post-menopausal patients with advanced breast cancer: a randomized double-blind, the 'nordic' phase III study.","The study was planned to compare, in a prospective double-blind randomized trial, the efficacy and safety of toremifene (TOR) and tamoxifen (TAM) in post-menopausal patients with advanced breast cancer who have not had prior systemic therapy for advanced disease. Four hundred and fifteen post-menopausal patients with oestrogen receptor (ER)-positive or ER-unknown advanced breast cancer were randomly assigned to receive daily either 60 mg TOR or 40 mg TAM. The patients were stratified to measurable and non-measurable but evaluable groups. They were assessed for response to therapy, time to progression (TTP), time to treatment failure (TTF), response duration, overall survival and drug toxicity. Two hundred and fourteen patients were randomized into TOR and 201 into TAM treatment. The response rate (complete + partial) was 31.3% for TOR and 37.3% for TAM (P = 0.215). The 95% confidence interval (CI) for the 6% difference was -15.1% to 3.1%. The median TTP was 7.3 months for TOR and 10.2 months for TAM (P = 0.047). The 95% CI for the hazard ratio of 0.80 was 0.64-1.00. A percentage of the TOR patients (9.8%) and the TAM patients (18.9%) discontinued the treatment prematurely (P = 0.011) for various reasons. Consequently, the median TTF of 6.3 vs 8.5 months did not differ significantly (P = 0.271). The hazard ratio was 0.89 and the subsequent 95% CI 0.73-1.09. The median overall survival was 33.0 months for TOR and 38.7 months for TAM (P = 0.645). The hazard ratio was 0.94 with 95% CI of 0.73-1.22. The transient difference in TTP may be related to an imbalance in ER content of the tumours. When only patients with ER-positive tumours were considered (n = 238), no difference between two treatments was seen (P = 0.578). TAM was associated with an overall slightly higher frequency of adverse drug reactions than TOR (44.3 vs 39.3%) and a higher discontinuation rate due to these events (3.5% vs 0.9%). Treatment-emerged moderate dizziness (P = 0.026) and cataracts (P = 0.026) were more frequent among TAM than among TOR patients. In conclusion, TOR (60 mg day(-1)) and TAM (40 mg day(-1)) are equally effective and safe in the treatment of advanced post-menopausal ER-positive or ER-unknown breast cancer.",1
Phase II trial of paclitaxel and uracil--tegafur in metastatic breast cancer. TEGATAX trial.,"UNLABELLED: This Phase II trial investigated the combination paclitaxel (P) and uracil-tegafur (UFT) in patients with metastatic breast cancer (MBC). METHODS: Main eligibility criteria included HER-2 negative MBC, ECOG performance status of 0-2, exposure to 1-2 prior chemotherapy regimen in the metastatic setting, previous exposure to an anthracycline containing regimen either at metastatic or adjuvant setting. Each 35-day cycle consisted of P at 80 mg/m(2) by intravenous infusion on days 1, 8, 15, 22 and 29 and oral UFT at 300 mg/m(2) TID (three time a day) from days 1-28 and oral folinic acid at 90 mg QD (one a day). RESULTS: Between March 2003 and December 2007, 31 patients were enrolled. Median age was 66 years (range 44-78). All tumours were HER-2 negative and 7% were triple negative (ER, PgR, HER-2). The majority of patients had visceral disease (81%). All patients had received an anthracycline containing regimen and 74% had a previous docetaxel containing treatment. Median of 4 and 3 cycles of P and UFT were administered with a relative dose intensity of 85.3% and 94.3%, respectively. Twelve (40%)(95% CI: 22.5-57.5) confirmed ORR were observed. Stable and progression disease were reported in 43% and 17% of cases. Median Response duration was 8.4 month (95% CI: 4.9-11.7), median Time to progression was 9.5 months (95% CI: 6.6-13.8) and median Overall Survival was 23.5 months (95% CI: 16.8-37.2). Thirteen pts (43%) experienced a grade 3 or 4 adverse events (AEs): One death occurred related to the study drugs (febrile neutropenia). Chemotherapy was discontinued due to toxicity in 30% of pts CONCLUSIONS: Accrual was closed in January 2008 due to concerns regarding the degree and accumulative nature of AEs. Nonetheless, the ORR is encouraging and warranted further studies with adapted doses and schedules.",1
Exemestane improves survival compared with megoestrol acetate in postmenopausal patients with advanced breast cancer who have failed on tamoxifen. results Of a double-blind randomised phase III trial.,"Exemestane is an aromatase inactivator. 769 Postmenopausal women with advanced breast cancer who had failed on tamoxifen were randomised to exemestane or megoestrol acetate in this double-blind trial. Objective response rate was similar between treatments. Median time to progression, time to treatment failure and overall survival was significantly longer with exemestane. Drug-related withdrawals and drug-related deaths were more common with megoestrol acetate.",1
