"externalsessionid";"timestamp";"eventdate";"ordernumber";"pricecents";"totalcents";"quantity";"product_id"
91346;1462695954236;"2016-05-08";3736;416;416;1;758135
36667;1452253185599;"2016-01-08";69838;699;699;1;758466
94866;1462166885136;"2016-05-02";92054;322;322;1;758661
6775;1455734753642;"2016-02-17";7240;8481;8481;1;758673
4470;1461899529077;"2016-04-29";57893;523;2092;4;759111
25453;1455471626349;"2016-02-14";61338;734;734;1;759468
6489;1463587453457;"2016-05-18";16070;280;280;1;759723
52125;1455453037917;"2016-02-14";78443;549;549;1;760064
14062;1455954830399;"2016-02-20";80134;549;549;1;760064
16689;1464456252263;"2016-05-28";3489;549;549;1;760064
51988;1464003448420;"2016-05-23";28134;1783;1783;1;760143
90337;1457615182685;"2016-03-10";72040;613;613;1;760175
99492;1460538771177;"2016-04-13";70458;613;613;1;760175
86610;1461677310450;"2016-04-26";76303;613;613;1;760175
49811;1464533338702;"2016-05-29";68147;613;613;1;760175
5139;1462541906394;"2016-05-06";25402;261;261;1;760383
82363;1462692487593;"2016-05-08";89629;261;261;1;760383
82398;1462357908700;"2016-05-04";79168;176;176;1;760539
91407;1452091979626;"2016-01-06";13560;1067;1067;1;760943
928;1461041144309;"2016-04-19";42015;1722;1722;1;761067
97240;1455607514401;"2016-02-16";59071;218;1090;5;761104
95895;1460438178328;"2016-04-12";13034;218;436;2;761104
54971;1452005360925;"2016-01-05";43096;2876;2876;1;761306
67274;1452915604959;"2016-01-16";87439;648;648;1;761498
95840;1454421529401;"2016-02-02";889;648;1296;2;761498
89881;1459323100969;"2016-03-30";88793;648;648;1;761498
40859;1460210772963;"2016-04-09";27983;648;648;1;761498
42964;1463825592323;"2016-05-21";97284;156;156;1;761580
74605;1449918348536;"2015-12-12";73303;1017;1017;1;761687
12657;1462509309539;"2016-05-06";1456;803;803;1;761720
12140;1451916361989;"2016-01-04";56051;465;465;1;761944
90677;1464516662398;"2016-05-29";70609;265;265;1;762361
71313;1463126000354;"2016-05-13";53538;380;380;1;762455
8194;1453260070177;"2016-01-20";21039;422;422;1;762797
65411;1455614178492;"2016-02-16";83778;452;452;1;763013
60944;1452110842200;"2016-01-06";95955;1978;1978;1;764002
12770;1460535004188;"2016-04-13";65323;1978;1978;1;764002
31686;1460540402529;"2016-04-13";6211;1082;1082;1;764187
70183;1455198046452;"2016-02-11";96658;996;996;1;764278
91351;1458480793602;"2016-03-20";80690;399;399;1;764557
96883;1444055180226;"2015-10-05";93398;530;2120;4;764661
75271;1457453431774;"2016-03-08";76980;695;695;1;765520
62541;1464151677090;"2016-05-25";21264;695;695;1;765520
13982;1460643445574;"2016-04-14";47433;345;690;2;765641
93283;1460994776158;"2016-04-18";57356;345;345;1;765641
58870;1457801120875;"2016-03-12";96379;338;338;1;765752
3556;1460370285148;"2016-04-11";64348;249;249;1;765800
15745;1463089892312;"2016-05-13";10194;838;838;1;765809
65826;1457866646665;"2016-03-13";24549;2539;2539;1;765820
95448;1464689063811;"2016-05-31";83298;2469;2469;1;766386
93086;1460996316201;"2016-04-18";21628;3061;3061;1;766519
78250;1456993354440;"2016-03-03";44081;530;530;1;767397
23270;1456560943773;"2016-02-27";40998;416;416;1;767762
7911;1459516464919;"2016-04-01";94861;416;416;1;767762
61387;1464777883291;"2016-06-01";4385;1184;1184;1;767974
50497;1459843230000;"2016-04-05";60712;345;345;1;768029
44539;1462505947598;"2016-05-06";68831;1710;1710;1;768185
94189;1462769749001;"2016-05-09";24429;1710;1710;1;768185
60610;1462694443319;"2016-05-08";65859;690;690;1;768859
3760;1460701344672;"2016-04-15";85358;290;290;1;769092
62352;1458989996752;"2016-03-26";61402;2957;2957;1;769444
58218;1456897075698;"2016-03-02";70485;2957;2957;1;769444
28402;1460223583103;"2016-04-09";49612;2957;2957;1;769444
79568;1460314452236;"2016-04-10";2093;2957;2957;1;769444
73263;1462476810777;"2016-05-05";75090;2957;2957;1;769444
26957;1456238749055;"2016-02-23";62884;86;86;1;769490
17247;1455253403861;"2016-02-12";88284;413;413;1;769509
77000;1462412920794;"2016-05-05";51354;1846;1846;1;769560
4292;1463382241651;"2016-05-16";5425;1380;1380;1;769605
27192;1462284804833;"2016-05-03";92743;910;910;1;769641
95093;1463071573284;"2016-05-12";30752;365;365;1;770062
73608;1460553555120;"2016-04-13";35297;347;347;1;770123
86686;1460107891481;"2016-04-08";9716;969;969;1;770577
42483;1464019287199;"2016-05-23";44059;2195;2195;1;770755
93080;1455518825094;"2016-02-15";7483;760;760;1;770881
73109;1456723052181;"2016-02-29";7753;760;760;1;770881
28508;1456894574059;"2016-03-02";30475;760;760;1;770881
7937;1461153437205;"2016-04-20";66540;695;695;1;771106
2056;1458986099461;"2016-03-26";72760;879;879;1;771297
40828;1464017271400;"2016-05-23";84894;879;879;1;771297
41569;1454662763661;"2016-02-05";46339;929;929;1;771477
82123;1463145692445;"2016-05-13";14526;149;149;1;771598
46564;1460233283646;"2016-04-09";7214;891;891;1;771870
69937;1452786803081;"2016-01-14";60429;164;164;1;772038
84601;1464441633059;"2016-05-28";45838;164;164;1;772038
32314;1460138662641;"2016-04-08";56942;3956;3956;1;772528
59663;1461927896575;"2016-04-29";26416;3956;3956;1;772528
5175;1461749304274;"2016-04-27";24909;596;596;1;772879
93518;1460482918676;"2016-04-12";39398;1885;1885;1;773139
60900;1458567675517;"2016-03-21";76643;189;189;1;773346
15558;1462556288507;"2016-05-06";78152;167;167;1;773397
6244;1452518622350;"2016-01-11";5909;1399;1399;1;773406
66075;1457625528461;"2016-03-10";56508;1399;1399;1;773406
4013;1459088359525;"2016-03-27";63951;2998;2998;1;773428
68445;1457938448716;"2016-03-14";19421;750;750;1;773588
28640;1456906282896;"2016-03-02";94994;468;936;2;773836
17853;1463848447192;"2016-05-21";19875;4705;4705;1;774080
70513;1461056006127;"2016-04-19";57480;657;657;1;774247
1540;1463121725402;"2016-05-13";79111;584;584;1;774395
2310;1460533352663;"2016-04-13";23073;315;315;1;774434
51664;1458918409631;"2016-03-25";9044;1541;1541;1;774783
90035;1461165372219;"2016-04-20";94497;949;949;1;774802
73249;1455071608901;"2016-02-10";86799;5149;5149;1;774813
82504;1462982762300;"2016-05-11";64456;326;326;1;774899
14162;1463377046577;"2016-05-16";1330;572;572;1;774930
56249;1453623866605;"2016-01-24";6225;455;455;1;775024
63751;1454519200507;"2016-02-03";27734;534;534;1;775596
96857;1458063941444;"2016-03-15";54113;648;648;1;775608
9500;1460730728971;"2016-04-15";9779;280;280;1;775729
94096;1458877298203;"2016-03-25";75975;495;495;1;775971
23325;1454171021266;"2016-01-30";15897;2241;2241;1;776544
37584;1455515901143;"2016-02-15";52863;622;622;1;776672
30130;1463738434416;"2016-05-20";83565;622;622;1;776672
4013;1459088359525;"2016-03-27";63951;2165;2165;1;776789
37;1455701515282;"2016-02-17";51766;461;461;1;776939
74722;1454395662222;"2016-02-02";96711;936;2808;3;776956
11172;1462694420108;"2016-05-08";80592;307;307;1;777187
37369;1461046294089;"2016-04-19";74435;867;867;1;777538
3040;1462289002305;"2016-05-03";96261;867;867;1;777538
81176;1463481356117;"2016-05-17";32030;639;639;1;777644
26820;1459445672419;"2016-03-31";77440;1067;1067;1;778025
95403;1460018761022;"2016-04-07";11948;1380;1380;1;778182
2539;1460127039135;"2016-04-08";49782;1380;1380;1;778182
7283;1456409566764;"2016-02-25";21224;2957;2957;1;778261
93644;1456993705591;"2016-03-03";96714;396;396;1;778568
48376;1461641838789;"2016-04-26";44117;648;648;1;778889
17792;1453108605563;"2016-01-18";78405;949;3796;4;779089
76481;1455719526273;"2016-02-17";39947;2385;2385;1;779314
12513;1464333742066;"2016-05-27";95738;331;331;1;779737
15860;1464417258138;"2016-05-28";18044;331;331;1;779737
25488;1461867885179;"2016-04-28";93215;372;372;1;779748
64825;1464779746088;"2016-06-01";7005;526;526;1;780028
26800;1452523336043;"2016-01-11";1117;729;729;1;780159
30207;1455903124853;"2016-02-19";12079;449;449;1;780383
86483;1464341068716;"2016-05-27";9247;1965;1965;1;780477
67245;1462648296903;"2016-05-07";50923;792;792;1;780540
61281;1452660806142;"2016-01-13";10559;662;662;1;781031
95599;1453653862297;"2016-01-24";55312;1193;1193;1;781159
96184;1461567031326;"2016-04-25";65027;815;815;1;781228
74401;1463494718479;"2016-05-17";30430;260;260;1;781596
21450;1460133753288;"2016-04-08";75846;1698;3396;2;781872
41197;1455029350792;"2016-02-09";90976;739;739;1;782198
78338;1456343651108;"2016-02-24";99494;739;739;1;782198
28202;1452150808246;"2016-01-07";17852;549;549;1;782471
12318;1453559263257;"2016-01-23";87419;549;549;1;782471
25066;1457803669894;"2016-03-12";80910;549;549;1;782471
73243;1455630579701;"2016-02-16";29478;185;185;1;782518
18259;1458039649497;"2016-03-15";37366;755;1510;2;782726
12894;1458842062514;"2016-03-24";54059;458;458;1;782975
10691;1457973784075;"2016-03-14";60849;189;189;1;783303
74962;1458663714796;"2016-03-22";25029;1438;1438;1;783359
12785;1463126026244;"2016-05-13";84538;1438;1438;1;783359
66226;1457726089543;"2016-03-11";602;1010;1010;1;783451
48378;1459403950905;"2016-03-31";5349;1010;1010;1;783451
53687;1464508424344;"2016-05-29";24962;644;644;1;783707
11869;1462885194534;"2016-05-10";62613;413;413;1;784267
1058;1462889659274;"2016-05-10";94868;891;891;1;784383
42703;1457396293927;"2016-03-08";71122;271;271;1;784422
38658;1463935673107;"2016-05-22";60491;333;333;1;784469
46840;1463922192227;"2016-05-22";18509;519;519;1;784478
2649;1463001554111;"2016-05-12";51640;609;609;1;784609
50421;1462285731321;"2016-05-03";95598;208;208;1;784649
3848;1461154431565;"2016-04-20";434;1746;1746;1;784686
19561;1460432106511;"2016-04-12";65821;335;335;1;784829
35640;1456083426043;"2016-02-21";21359;867;867;1;785196
55156;1456857939637;"2016-03-01";10736;867;867;1;785196
20680;1455970111038;"2016-02-20";78321;383;383;1;785296
91171;1460619588920;"2016-04-14";38761;1629;1629;1;785450
35733;1460640995079;"2016-04-14";70303;1629;1629;1;785450
96184;1461565829470;"2016-04-25";30196;1629;1629;1;785450
28901;1462845263666;"2016-05-10";46427;1629;1629;1;785450
42570;1464185126091;"2016-05-25";2055;1629;1629;1;785450
21895;1454556985130;"2016-02-04";13802;976;976;1;785601
6438;1460117021693;"2016-04-08";93983;996;996;1;785740
4810;1460003259789;"2016-04-07";75039;118;118;1;786326
94700;1458038354095;"2016-03-15";20125;3641;3641;1;786576
40333;1457203783764;"2016-03-05";12054;405;1620;4;786887
88401;1458480165913;"2016-03-20";53302;405;1620;4;786887
73052;1464276606573;"2016-05-26";72663;405;1620;4;786887
57534;1461686552754;"2016-04-26";89462;237;237;1;787034
2238;1462445752508;"2016-05-05";52711;187;187;1;787112
2238;1462445990496;"2016-05-05";73048;187;187;1;787112
45015;1455786964265;"2016-02-18";69445;64;64;1;787529
39158;1454133486517;"2016-01-30";7972;1201;1201;1;787686
25892;1461571254046;"2016-04-25";90087;530;530;1;787844
47709;1459779860783;"2016-04-04";16253;605;605;1;787983
57981;1460030060175;"2016-04-07";52367;495;495;1;788359
94185;1461862868216;"2016-04-28";48640;617;617;1;788856
80516;1456144485157;"2016-02-22";48742;1898;1898;1;789022
93700;1456676392101;"2016-02-28";16923;1898;1898;1;789022
43445;1457952820644;"2016-03-14";65057;1898;1898;1;789022
1605;1459598131224;"2016-04-02";7472;1898;1898;1;789022
12376;1462603309085;"2016-05-07";18105;685;685;1;789163
53142;1464095050719;"2016-05-24";69121;613;613;1;789283
65771;1457619724943;"2016-03-10";33691;393;393;1;789532
71138;1464684297280;"2016-05-31";65833;568;568;1;789919
45086;1463297812005;"2016-05-15";39022;1820;1820;1;789976
3154;1461135647991;"2016-04-20";8865;3214;3214;1;790053
27555;1464154712812;"2016-05-25";95314;193;193;1;790090
7828;1453219680211;"2016-01-19";60119;962;962;1;790152
22392;1463764975754;"2016-05-20";75550;251;251;1;790326
25481;1454516720594;"2016-02-03";86196;1808;1808;1;790328
83489;1463508559106;"2016-05-17";34883;1168;1168;1;790366
90737;1460120125730;"2016-04-08";84190;626;626;1;790422
97103;1464804410307;"2016-06-01";61529;568;568;1;790447
10753;1458728882281;"2016-03-23";35263;803;803;1;790561
96861;1461501004443;"2016-04-24";29237;1596;1596;1;790637
61478;1464367301831;"2016-05-27";37264;1596;1596;1;790637
37141;1459687101595;"2016-04-03";9586;626;626;1;791078
35143;1462258081171;"2016-05-03";15163;666;666;1;791264
43153;1461677137503;"2016-04-26";85805;592;592;1;791508
46063;1459856313599;"2016-04-05";31485;2304;2304;1;791692
38569;1461930054675;"2016-04-29";46915;195;195;1;791703
40873;1461572018870;"2016-04-25";91846;3566;3566;1;791934
40873;1461691966349;"2016-04-26";35544;3566;3566;1;791934
78603;1455963483276;"2016-02-20";51834;843;843;1;791978
72273;1457513713961;"2016-03-09";38102;1121;1121;1;792436
28738;1457012944971;"2016-03-03";81872;484;484;1;792684
89956;1455716888930;"2016-02-17";3211;622;622;1;792717
58223;1458588079710;"2016-03-21";78154;112;112;1;792966
47149;1461904131398;"2016-04-29";28828;112;112;1;792966
63391;1456222880172;"2016-02-23";64703;247;247;1;793339
60604;1459963185781;"2016-04-06";84035;247;247;1;793339
41148;1461771770948;"2016-04-27";72314;284;284;1;793357
70639;1457380127442;"2016-03-07";59665;165;165;1;793639
25905;1458128366111;"2016-03-16";50418;671;671;1;793731
37388;1455098750494;"2016-02-10";8960;530;2120;4;793829
53996;1458898266353;"2016-03-25";61948;898;898;1;794141
8414;1454605422042;"2016-02-04";92044;251;251;1;794216
6376;1462215954146;"2016-05-02";24467;251;251;1;794216
42137;1464628941411;"2016-05-30";16995;891;891;1;794459
12140;1451916361989;"2016-01-04";56051;1675;1675;1;794643
22036;1455945687147;"2016-02-20";44220;501;501;1;795213
2776;1455956492793;"2016-02-20";15566;760;760;1;795251
10056;1458903888252;"2016-03-25";43411;2435;2435;1;795352
79784;1456674960864;"2016-02-28";22625;258;258;1;795729
2336;1457634138516;"2016-03-10";50954;481;481;1;795950
65335;1461970916929;"2016-04-30";47090;481;481;1;795950
12874;1455712691840;"2016-02-17";11144;549;549;1;795972
93283;1460994776158;"2016-04-18";57356;269;269;1;796442
99988;1463555716341;"2016-05-18";17238;719;719;1;796608
60065;1460966057260;"2016-04-18";5923;744;744;1;796739
85706;1456999579255;"2016-03-03";65580;449;449;1;796969
42563;1456324084272;"2016-02-24";43549;1911;1911;1;796987
75227;1462290213787;"2016-05-03";97970;104;104;1;797070
78602;1455812215983;"2016-02-18";27361;3259;3259;1;797145
61378;1461772780062;"2016-04-27";13961;2740;2740;1;797242
77046;1461141829637;"2016-04-20";12442;1226;1226;1;797255
96990;1458222881704;"2016-03-17";12096;1563;1563;1;797622
74708;1453536630216;"2016-01-23";45606;1038;1038;1;797848
37480;1459838778687;"2016-04-05";29876;724;724;1;797961
62064;1455723035164;"2016-02-17";12305;221;221;1;797988
86229;1463043680777;"2016-05-12";98653;484;484;1;798626
89545;1455820301607;"2016-02-18";49399;347;347;1;798681
48192;1464079268974;"2016-05-24";63100;280;280;1;798869
46210;1460175970882;"2016-04-09";25106;292;292;1;799000
95146;1455462343814;"2016-02-14";91214;1053;1053;1;799050
52430;1458148304363;"2016-03-16";51215;495;495;1;799610
21383;1462704907990;"2016-05-08";63549;803;803;1;799953
54687;1462195132365;"2016-05-02";18592;402;1608;4;799954
86561;1455485850854;"2016-02-15";85455;360;360;1;799980
55156;1456854786333;"2016-03-01";67848;265;265;1;800397
31902;1457376538182;"2016-03-07";34653;343;343;1;800547
38691;1454509468815;"2016-02-03";29532;792;792;1;800764
21603;1461170325225;"2016-04-20";79695;2759;2759;1;800855
52953;1464622444207;"2016-05-30";2;1097;1097;1;802060
82714;1457859206308;"2016-03-13";36737;2077;2077;1;802241
18660;1464196903465;"2016-05-25";14026;976;976;1;802503
21856;1464471058078;"2016-05-29";58339;352;352;1;803109
12284;1453275301980;"2016-01-20";47965;302;302;1;803370
53694;1463398587551;"2016-05-16";59807;803;803;1;803631
36761;1451845282608;"2016-01-03";44778;2998;2998;1;803698
32207;1460104834515;"2016-04-08";98543;2998;2998;1;803698
24898;1463568182332;"2016-05-18";40592;2998;2998;1;803698
62358;1462481789528;"2016-05-05";1612;885;885;1;803765
49528;1457802533741;"2016-03-12";949;501;501;1;803882
11664;1458890639115;"2016-03-25";32285;657;2628;4;804174
83786;1452153942541;"2016-01-07";13477;452;452;1;804338
5519;1455457014972;"2016-02-14";18979;452;452;1;804338
432;1457198610019;"2016-03-05";28405;452;452;1;804338
41350;1464192638325;"2016-05-25";85670;452;452;1;804338
57758;1457072023025;"2016-03-04";10224;380;380;1;804454
51539;1459536920498;"2016-04-01";46773;380;380;1;804454
12977;1451968901686;"2016-01-05";38914;989;989;1;804509
35985;1457101782658;"2016-03-04";10825;989;989;1;804509
92541;1462942759964;"2016-05-11";53629;639;639;1;804977
37832;1453090738419;"2016-01-18";7581;320;320;1;805092
14097;1457088844460;"2016-03-04";49314;832;832;1;805425
62828;1458282662076;"2016-03-18";13217;139;139;1;805596
62828;1458479924887;"2016-03-20";13217;139;139;1;805596
89112;1460016426713;"2016-04-07";62467;446;446;1;805733
51107;1460231770305;"2016-04-09";88013;1128;1128;1;806127
17794;1464710055803;"2016-05-31";52897;434;434;1;806406
19467;1463942462575;"2016-05-22";92095;617;617;1;806720
82981;1463043797334;"2016-05-12";70923;1038;1038;1;806788
20988;1455297534253;"2016-02-12";70034;6039;6039;1;806874
85200;1458897338601;"2016-03-25";72443;549;549;1;806960
89259;1459056359339;"2016-03-27";24441;549;549;1;806960
92557;1459178813896;"2016-03-28";27787;549;549;1;806960
24409;1461738722983;"2016-04-27";10504;64;64;1;807094
51426;1455082759540;"2016-02-10";63866;861;861;1;807095
47742;1452583376747;"2016-01-12";38050;2020;2020;1;807287
79229;1459604203307;"2016-04-02";81439;96;96;1;807391
21062;1460314577280;"2016-04-10";87043;119;119;1;807482
28107;1462515243532;"2016-05-06";21088;119;119;1;807482
56936;1464172702760;"2016-05-25";33762;468;468;1;807893
74467;1460666954991;"2016-04-14";66770;1370;1370;1;808755
57870;1462271387100;"2016-05-03";74006;605;605;1;808867
51290;1464789597636;"2016-06-01";55686;982;982;1;809159
93875;1465546426253;"2016-06-10";53143;982;982;1;809159
79319;1455941067545;"2016-02-20";1055;976;976;1;809274
50214;1455965600007;"2016-02-20";63637;347;347;1;809371
40768;1460835304629;"2016-04-16";68736;315;315;1;810250
66320;1454089940706;"2016-01-29";61340;322;322;1;810337
78882;1452156267528;"2016-01-07";51019;1152;1152;1;810439
33510;1456682073974;"2016-02-28";44342;1152;1152;1;810439
81564;1456987915556;"2016-03-03";67723;1152;1152;1;810439
59925;1457193162084;"2016-03-05";20782;1152;1152;1;810439
68001;1453053685856;"2016-01-17";87619;849;849;1;810586
68001;1453059568907;"2016-01-17";47267;849;849;1;810586
16318;1456589852565;"2016-02-27";3772;560;1120;2;810719
292;1454769981851;"2016-02-06";44114;917;917;1;810857
35575;1461500514126;"2016-04-24";33906;495;495;1;811222
63106;1463116639934;"2016-05-13";20267;495;495;1;811222
47040;1464182554962;"2016-05-25";19399;198;990;5;811406
48075;1460367981027;"2016-04-11";69716;396;396;1;811629
61217;1459926057692;"2016-04-06";3562;3126;3126;1;811675
61478;1464367301831;"2016-05-27";37264;419;419;1;811753
76054;1456428292475;"2016-02-25";60463;714;714;1;812315
83190;1457591792305;"2016-03-10";82037;3104;3104;1;812442
19502;1450333372544;"2015-12-17";48426;695;695;1;812450
27508;1464000280893;"2016-05-23";36715;885;885;1;812465
62164;1460738219602;"2016-04-15";52127;609;609;1;812606
74404;1462950668178;"2016-05-11";27164;530;530;1;812625
91769;1458545900578;"2016-03-21";91215;1252;1252;1;812876
83371;1459583418318;"2016-04-02";8476;169;676;4;812987
68509;1456246678006;"2016-02-23";59449;83;83;1;813021
20988;1455297534253;"2016-02-12";70034;1010;1010;1;813236
63098;1458463902827;"2016-03-20";89976;1010;1010;1;813236
27281;1458663223017;"2016-03-22";31501;2539;2539;1;813427
80950;1462982749938;"2016-05-11";72180;2539;2539;1;813427
42947;1455615730501;"2016-02-16";12042;419;419;1;813505
84349;1459175093975;"2016-03-28";19084;1314;1314;1;813527
56078;1458323680845;"2016-03-18";24566;237;237;1;813725
56078;1458323680845;"2016-03-18";24566;237;237;1;813725
56078;1458323680845;"2016-03-18";24566;237;237;1;813725
4160;1464023818161;"2016-05-23";3802;1090;1090;1;813884
57005;1461168194877;"2016-04-20";41211;584;584;1;814137
58841;1462525777570;"2016-05-06";10393;549;549;1;814280
86625;1454741738318;"2016-02-06";81359;4482;4482;1;814457
3573;1459752878327;"2016-04-04";1928;744;744;1;814555
85016;1460623819417;"2016-04-14";25088;564;2256;4;814642
56242;1457724958938;"2016-03-11";99746;2120;2120;1;814820
20070;1464435854179;"2016-05-28";67473;388;388;1;814916
20070;1464451204330;"2016-05-28";61403;388;388;1;814916
2928;1455615606377;"2016-02-16";32025;391;391;1;815021
82679;1457194757142;"2016-03-05";75730;133;133;1;815076
53565;1458541434347;"2016-03-21";97011;133;133;1;815076
70476;1455625686579;"2016-02-16";38983;680;680;1;815522
37550;1463243404639;"2016-05-14";44191;370;1480;4;815719
30043;1453014907226;"2016-01-17";90966;461;461;1;815720
23667;1457507390475;"2016-03-09";9590;5955;5955;1;815817
52063;1463549027886;"2016-05-18";62037;326;326;1;815921
72184;1447741749741;"2015-11-17";93616;982;982;1;816200
31003;1464119254752;"2016-05-24";86894;771;771;1;816396
62671;1459859302168;"2016-04-05";4819;820;820;1;816424
72607;1456981241375;"2016-03-03";38316;2504;2504;1;816578
89313;1452780556818;"2016-01-14";72176;2998;2998;1;816682
30483;1452661945852;"2016-01-13";36851;653;653;1;816950
15545;1456891235448;"2016-03-02";76729;653;653;1;816950
74722;1454395662222;"2016-02-02";96711;425;1275;3;817340
95895;1460438178328;"2016-04-12";13034;425;425;1;817340
55978;1456579178080;"2016-02-27";85644;613;613;1;817371
58223;1458588079710;"2016-03-21";78154;347;347;1;817425
42114;1460186319232;"2016-04-09";30014;347;347;1;817425
35282;1464109877844;"2016-05-24";81454;347;347;1;817425
71913;1456508165948;"2016-02-26";19216;873;873;1;817437
28325;1462928087553;"2016-05-11";58552;568;568;1;817676
28325;1462699290923;"2016-05-08";58552;568;568;1;817676
89902;1461132176761;"2016-04-20";316;1168;1168;1;817757
67675;1460957754526;"2016-04-18";95921;1409;1409;1;818169
52259;1452415442552;"2016-01-10";54026;545;545;1;818246
10534;1463466796773;"2016-05-17";43495;560;560;1;818350
53300;1456129515394;"2016-02-22";90243;898;898;1;818622
53300;1456130942720;"2016-02-22";23727;898;898;1;818622
64271;1459534510156;"2016-04-01";17357;3281;3281;1;819948
74467;1460666954991;"2016-04-14";66770;3281;3281;1;819948
4496;1457594338745;"2016-03-10";5554;729;729;1;820339
52516;1460272055816;"2016-04-10";35729;385;385;1;820392
47658;1455010444882;"2016-02-09";30311;1468;1468;1;820515
32585;1457145722902;"2016-03-05";65308;1468;1468;1;820515
77989;1459081483759;"2016-03-27";14477;1468;1468;1;820515
27571;1464284017495;"2016-05-26";87945;1468;1468;1;820515
23666;1461671176952;"2016-04-26";66606;468;1872;4;821135
74847;1461690459051;"2016-04-26";6313;468;1872;4;821135
74919;1458196791955;"2016-03-17";10059;393;393;1;821230
37839;1462121149618;"2016-05-01";66147;588;1764;3;821269
60136;1464278539251;"2016-05-26";9875;600;600;1;821398
2310;1460533352663;"2016-04-13";23073;260;260;1;821515
53406;1457357009598;"2016-03-07";54956;739;739;1;821665
62496;1456575653395;"2016-02-27";46105;639;639;1;821714
65771;1457619724943;"2016-03-10";33691;549;549;1;822145
35793;1464587609693;"2016-05-30";33638;350;350;1;822266
30679;1453199491989;"2016-01-19";11497;3848;3848;1;822528
26739;1455348198448;"2016-02-13";22889;419;419;1;822694
27543;1457967041498;"2016-03-14";77509;826;826;1;822739
50537;1463069307690;"2016-05-12";22307;119;119;1;823573
47992;1461174967696;"2016-04-20";32068;97;97;1;823634
73938;1460117660800;"2016-04-08";97406;838;838;1;823711
86229;1463043680777;"2016-05-12";98653;347;347;1;824179
44789;1455563217425;"2016-02-15";76683;2610;2610;1;824449
68521;1459973639303;"2016-04-06";40320;2610;2610;1;824449
7596;1459406274812;"2016-03-31";80728;891;891;1;824590
39318;1462177530467;"2016-05-02";93127;331;331;1;824763
53120;1459239092236;"2016-03-29";52620;1278;1278;1;824849
978;1459234851041;"2016-03-29";46084;2504;2504;1;824871
12205;1462957448496;"2016-05-11";162;1209;1209;1;825018
72984;1464782065299;"2016-06-01";91620;549;549;1;825150
39872;1462425404554;"2016-05-05";79380;949;949;1;825179
18831;1454583590803;"2016-02-04";37073;304;304;1;825334
26737;1461824687925;"2016-04-28";1451;304;304;1;825334
63456;1463904812559;"2016-05-22";72853;2937;2937;1;825760
30897;1462600345263;"2016-05-07";69316;133;133;1;825985
25027;1454775924681;"2016-02-06";48935;704;704;1;826006
20706;1457161419520;"2016-03-05";18096;704;704;1;826006
38311;1458474818917;"2016-03-20";82954;66;132;2;826440
19552;1464595450365;"2016-05-30";76141;662;662;1;826924
27555;1450677419772;"2015-12-21";5990;340;340;1;827023
46065;1452187929820;"2016-01-07";6791;186;186;1;827126
9340;1463331312856;"2016-05-15";79713;3169;3169;1;827302
66135;1464871059964;"2016-06-02";12068;3591;3591;1;827502
80550;1462549554704;"2016-05-06";94905;350;350;1;828048
69316;1461826900516;"2016-04-28";86601;484;484;1;828262
5781;1454579921939;"2016-02-04";35973;626;626;1;828302
73741;1452002458593;"2016-01-05";25769;644;644;1;828381
98243;1457158889306;"2016-03-05";33710;1193;3579;3;828590
59928;1464342291382;"2016-05-27";76304;202;202;1;828603
85378;1462888710242;"2016-05-10";76179;1003;1003;1;828902
58097;1455173179239;"2016-02-11";72563;443;443;1;829036
80780;1463975552728;"2016-05-23";58622;560;560;1;829148
3600;1461055833321;"2016-04-19";37471;2539;5078;2;829196
67686;1455354994760;"2016-02-13";27540;410;410;1;829257
85712;1462083932090;"2016-05-01";80368;1771;1771;1;829701
37187;1457353885829;"2016-03-07";94430;263;263;1;829755
27642;1464407577714;"2016-05-28";1201;324;324;1;830079
34419;1457546937524;"2016-03-09";10547;352;352;1;830183
34419;1457554322232;"2016-03-09";89221;352;352;1;830183
83723;1456765401491;"2016-02-29";69504;468;468;1;830244
24111;1454776785033;"2016-02-06";28103;676;676;1;830373
37413;1458545234904;"2016-03-21";18218;781;781;1;830489
76069;1460632918133;"2016-04-14";78812;237;237;1;830634
91176;1454669171839;"2016-02-05";43060;867;867;1;830840
94070;1455714002447;"2016-02-17";5610;133;133;1;831252
23424;1461055640427;"2016-04-19";73145;133;266;2;831252
43924;1464067796006;"2016-05-24";53016;133;133;1;831252
13869;1458548582185;"2016-03-21";50515;699;699;1;831500
14109;1457331741067;"2016-03-07";34520;1361;1361;1;831517
77563;1459331408770;"2016-03-30";5227;1596;1596;1;831623
65369;1453132308197;"2016-01-18";73572;440;440;1;831673
30017;1456660684919;"2016-02-28";27625;375;375;1;831915
36825;1463328843101;"2016-05-15";49676;2120;2120;1;832591
19703;1460054634914;"2016-04-07";84576;307;307;1;832678
23270;1458915133029;"2016-03-25";82278;288;288;1;832900
3806;1459440169871;"2016-03-31";28165;288;288;1;832900
39210;1460031507367;"2016-04-07";68542;288;288;1;832900
79341;1463737865886;"2016-05-20";4231;2817;2817;1;833314
57937;1463769087875;"2016-05-20";25445;311;1244;4;833424
88134;1462468536765;"2016-05-05";58014;1710;1710;1;833634
95239;1457620313469;"2016-03-10";23937;70;70;1;834064
47763;1462896884933;"2016-05-10";4768;396;792;2;834324
22157;1453970870601;"2016-01-28";77547;455;455;1;834424
