Tweet,Avg
Why was @apple hella secretive about the iphone 5s design? That jawn look the same as the old ish do.,-0.6
"Is it just me who found @Apple's #iPhone announcement massively underwhelming? OooOoooOOoo, colours.",-0.6
These @Apple jokers out here making golden iPhones but still making chargers outta playdoh,-0.6
@wsdot_traffic don't forget to steer clear of @apple.com for iPhone 5C preorders!  #fear,-0.6
On the 5S will Siri understand black people ? @apple,-0.6
Did @Apple deliberately lock the phone off button on old devices on purpose in anticipation of their fingerprint scanner 5S and 5C release?,-0.6
@2shaneez @Apple same omfg this is messed up,-0.6
where tf is ios7 @apple,-0.6
Article by @joconfino on @facebook @apple @amazon in minority of big biz failing to report to investors through @cdp http://bit.ly/14OQ6BD,-0.6
conspiracy theorist in me is saying that @apple adding fingerprint protection to the new iPhone is exactly what the NSA wants. #noprivacy,-0.6
Is @Apple refusing to divulge carbon emissions data because arch-rival Samsung is out-performing http://bit.ly/18Xc8Dk  #sustainability,-0.6
"Hey @apple, why TF won't my iPhone 5s recognize me?!??? pic.twitter.com/ageL53hCJh",-0.6
oh wow @apple.... you guys release info on the 5s and all of a sudden my phone dont wanna charge..... brats,-0.8
What?!?! Bouta finally cop lol RT @__BH__: I'm PISSED that Pages is now free @apple where is my refund for buying it! LOL,-0.8
"#iOS7 is actually a really big copy of #windows, STAY ORIGINAL @APPLE",-0.8
To be honest i think iphone5C looks bit tacky @apple #apple #iphone5c,-0.8
"Breaking News: @LeapMotion acquires @Apple Newton resale rights. Now selling two devices ""that are a huge disappointment""",-0.8
@Apple Thx fr the offer fr a new plastic #iphone but Hello Kitty makes n equally as impressive one. Besides you've made it all about Samsung,-0.8
so much for @apple #Iphone5c being the cheap version. #msm reporting it available at $99...preorder from apple store for $899 #dodgy,-0.8
RT @SWAGGA_L: THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,-0.8
Ios7 will have iMovie for free I want my 5 bucks back @apple,-0.8
"@apple #failed big time with their new iPhones. What happened to it being a ""budget"" phone?",-0.8
I'm PISSED that Pages is now free @apple where is my refund for buying it! LOL,-0.8
"@7evenStarz I'm not a fan boy, rather disappointed recently with @Apple but they are hardly stupid. They are successful for a reason.",-0.8
Why does @apple not provide detailed technical specifications of their new devices? When tear downs reveal the information anyways?,-0.8
iPad gone to the Apple Store in the sky ?? and tech support from @Apple Genius was no use at all #frustrated #FridayThe13th #iPad,-0.8
"I watch every @apple press conference waiting for ""one more thing.""  Probably never going to happen is it... #missSteve",-0.8
@apple wanna explain to me why my phone just reset to 2005?!?!?,-0.8
i set an alarm and it didn't wake me up @apple fix this,-0.8
"New #iphone is the same size and same price. Why would I get a new one for a fingerprint. Bybye @Apple, hello @Android",-0.8
@Apple: I expect to be reimbursed for all this time where I cannot download iOS 7 betas as a developer...,-0.8
Hey @apple your TV is quite annoying to have to put in a password for every video I want to watch. And yes I am the only one using it. #uggh,-0.8
stop updating phones every six months and instead make your chargers longer than 4 inches @apple,-0.8
It's really starting to piss me off. Hey @apple what's the deal with the iphone5 acting like a jerk?,-0.8
Stayed up really late to order the new @apple #iphone5s just to find out there are no preorders. #BITTER #NoInfoOnWebsite ??,-0.8
nothing new with iphone! @Apple http://goo.gl/iLVi5t,-0.8
@ELECTRAFOOD @emmma_hemmings @twitter @Apple they are so #done with you,-0.8
Please @apple get rid of that bird tweet text alert on iPhones. #itsfreakingannoying,-0.8
"@Apple does an incremental upgrade really require an ""event""?",-0.8
"@Apple definitely missed a trick with the iPhone 5C. Instead of something based on the iPod Nano, they brought out a plastic iPhone 5",-0.8
Shameful @apple @facebook @amazon @caterpillar for refusing to disclose #greenhousegas emissions through @CDP,-0.8
"Even automakers are innovating faster than @Apple, check out @Nissan's #smartwatch http://ow.ly/oPJZk  http://ow.ly/i/38HXX",-0.8
"?.@blogdiva A complete no-brainer. @Apple sucking-up in government hearings to ""get more certainty/no taxes"",w/ fingerprint database @OFA",-0.8
@Apple FIX THIS!,-0.8
"will not go away, wtf @apple. pic.twitter.com/fRVugeO5ad",-0.8
@wilcoxaj @tmcconnon @Apple you're both the iPhone of my life... Meaning you don't work when you should #fun,-0.8
@apple #iTunesFestival fail.  Good luck trying to watch #sireltonjohn video feed.  Wonderful audio but absolutely poor video.,-0.8
http://9gag.tv/v/1132   hahahahaha in your face @apple,-0.8
The freak? New iPhone. @apple hello? Help,-0.8
lmao well done @Apple.  now I'm absolutely sure u know EXACTLY what you're doing smh,-0.8
.@Apple uses Chinese labor and cheap materials to reduce price for iPhone 5C. Still won't cut profits to make it affordable in China. #irony,-0.8
@Punk240z @Apple It isn't achieving any more than a normal faster processor because it is hobbled by lack of ram to reap 64bit benefits,-0.8
"if @PhonebloksInc ever happen, I'm sorry but @apple and their @iphoneteam will be crying because they won't see the market again lol",-0.8
Emojis I'm mad we have b4 black ppl:????????????????????????? @apple try harder,-0.8
We submit our 40MB @ios app. @apple then tells us they have added enough stuff so it's 55MB and over the 3G dnld limit. WTF?,-0.8
My phone stopped working for a minute it powered itself down and wouldn't turn itself back on I almost had a heart attack omfg wtf @apple,-0.8
Trying to create hype like Nike #fail @apple,-0.8
ugh literally once a day my phone just spazzes and says 'no sim card' so i have to turn it completely off which takes forever @apple ihy,-0.8
@Punk240z I'm done with @Apple I'm really curious as to your opinion of the female condom,-0.8
"Hey @Apple, how about you invest some money in making better/stronger cords for my IPhone and whatnot?",-0.8
tbh i always love black or gold jesus fjaskdghdka hate you @apple,-0.8
in other news i have 1% battery again @apple sort this out,-0.8
"Apple No Longer Innovates, Says the Man Who Helped Steve Jobs Design the Mac http://bit.ly/181zl8g  @Apple",-0.8
ITUNES JUST UPDATED ITSELF AND LOST ALL OF THE MUSIC ON MY PHONE AND I CAN'T GET IT BACK IN MY LIBRARY THANKS @APPLE,-0.8
@Apple itunes why you make me push play 5 times to rent your movie?,-0.8
MY PHONE HAS BEEN FROZEN FOR AN HOUR IM REKALY OK @APPLE,-0.8
"I complain that @apple is ripping Australians off and INSTANTLY a scam tries to tell me I have won a new iphone. Oh internet, you so silly.",-0.8
What happend to @apple calling me within 24 hours?,-0.8
@apple got it wrong. We needed improved battery w/o sacrifice performance and #iphone5s delivers the opposite! Go figure.. good phone anyway,-0.8
"Really @apple? #emperorsnewclothes What a joke! You really dont know the meaning of ""variety"". #WP has you beat pic.twitter.com/d8hSGvuGhG",-0.8
Warning: Your New #iPhone Can Put Your #Identity At Risk  http://onforb.es/17Uvr33  via @forbes  #cybersecurity @apple #crime #fingerprint,-0.8
I thought they said the iPhone 5c would be cheaper the whole retail is $528 are you serious where is cheap in that price. @apple,-0.8
"@apple Seriously? Siri just rejected me. ""Sorry I cannot help you, please try again later"" maybe you need cloud services from IBM?",-0.8
@richellelittle @delilahevening @Apple seriously SKYPE has had it for years!,-0.8
If @Apple does not release a waterproof iPhone 5s within 6 months they will be shutting down their doors.  http://www.macobserver.com/tmo/death_knell,-0.8
So either the ppl i follow r very anti @Apple or the 5S/5C announcement didnt really impress too much no one is talking abt it 2 days later,-0.8
I wish @apple could figure out how an alarm works. If I delete an alarm that means I don't want it to go off. #IsThatSoHardToUnderstand,-0.8
This made my day! @apple #iPhone users can be pretty gullible (video) http://tinyurl.com/nhou46g,-0.8
Of course the day that they announce the new @apple iPhone my lock button randomly stops working. #iphone5problems,-0.8
The iPhone 5c looks SOOOO WELFARE @apple,-0.8
Ouch! Thieves cut off fingers to get fingerprints to access smart phones.  http://ind.pn/1eFW275     @apple,-0.8
"Lol @Apple They claim that their thumb print scan lock is genuine, first on a cellphone. Yet Nokia released a phone in 2011with same feature",-0.8
"This is what we waited for re: iPhone 5s? ""Where's the beef?""    Is it just the 64bit and upgraded camera and colors? I do expect more @apple.",-0.8
@gollmann @BiometricsTech @jeremiahg I will not purchase any device that asks for my fingerprint. @Apple,-0.8
@SkyHelpTeam 3yr old smartypants prone to moving my apps! why isn't there an app for that!? * glares @apple *,-0.8
@apple sir? Ma'am?... What the freak is this? pic.twitter.com/opcGnRZyrw,-0.8
@om it's the same phone as the 5 .. Did @Apple lay off there engineers? Gimmick finger print bullstuff. How bout a bigger screen ?,-0.8
@Apple @SamsungCamera @SamsungMobile  Samsung is the best...its better than I-phone with everything according to me!,-0.8
"Because @Apple has no idea how real people work, I have to erase my iphone & start over just for re-installing itunes after a new OS. #fun",-1
"Bc apple no longer impresses like it used to ""@lmkunert: @Apple stock still on the decline after yesterday's iPhone Event. Not a good sign.""",-1
i want ios7 freak can it come out already im getting real tired of waiting @apple,-1
freaking heck @apple pic.twitter.com/Bn0cFCS1cx,-1
lol someone @apple is asleep at the wheel,-1
iPhone battery was on 86% at 1am last night.. 53% when I woke up.. 20% an hour ago.. Now its on 2%. Cheers @Apple #Crapple,-1
"Hey @Apple, the only time I ever got fingerprinted, I spent the night in jail. No freaking thank you.",-1
My pictures aren't loading @twitter @apple fix yo stuff niqqa,-1
"Okay so @apple apparently is making the  new iPhone which the EXACT SAME THING as the old iPhone but now it has colour, I'm going to murder",-1
@Apple @timcook Where is the freaking Chaban Delmas bridge Mr Cook ?!!!!! #maps pic.twitter.com/RkO36pYt9v,-1
"HOW DO YOU SLEEP AT NIGHT, @APPLE?! (DOES APPLE EVEN HAVE A freakING TWITTER???!)",-1
why has it been 24 hours since i started restoring from icloud and my apps still arent downloaded??? @apple #darnyouiphone,-1
.@tmcconnon You're the @Apple of my eye. Meaning you're a piece of crap.,-1
Just spent a painful 20 minutes on the phone to iTunes support. Life's too short for this @apple.,-1
"@apple if you make products that break, shouldn't the case be free? #plannedobsolescence",-1
Two things I have an issue with @apple are:  iPhone memory is $100 more for 16gbs. Too $$$  Also iPad n iPad mini price way too high,-1
"iOS 7 makes it 300% harder to change your wallpaper. Considering this is all the customization #iPhone users get, @Apple has some work to do",-1
"Shame on you @Apple @facebook, @amazon @TWC @comcast, @CaterpillarInc @General Dynamics @GileadSciences http://bit.ly/18Xc8Dk",-1
"sorry @apple, without @stevejobs, you're just another company run by businessmen",-1
@Apple When iOS 7 makes it look like an iPhone has a more vulgar samssung why continue to want an iPhone?,-1
Dear @Apple - I'm a little peeved at y'all not doing 5C pre-orders. I ain't standing in no darn line to get it next Friday. freak that.,-1
I don't understand why I am not eligible for an upgrade @apple :-(((((((((,-1
I don't like #iOS7 they're changing the look of everything @apple,-1
@nimbuzz you forgot #expensive #appleTax $740 16GB in Australia. Thanks a bunch @apple,-1
@7evenStarz @Apple since your statement about the phone is technically flawed. The comparison to the female condom is rather a mute point.,-1
@riveraoor good ol terrible @apple,-1
"So, guess I can't have Tweetdeck on iPad. It's annoying how @apple marketing politics can cause lapses in iPad's usefulness #wishihadandroid",-1
Disappointed with @Apple,-1
"@Microsoft pulled the @WindowsPhone ad ""A fly on the wall in Cupertino?"" which was AWESOME. It nailed how poorly @Apple thinks of it's fans.",-1
so @Apple Has the #iPhone 5C And the #iPhone 5S the freak what's the difference like really come On,-1
Why Can't You Make Better Chargers @Apple ?!,-1
@Apple I hate when they put out a new iPhone because then my iPhone feels old,-1
Android is better.   @apple,-1
U gettin the 5s? RT @AlShepMH: Yooo @apple freak is my update @,-1
"@nokia releases 4 amazing smartphones within a year, no one cares. @apple changes the color of a phone, everyone's ecstatic.. #fanboys",-1
Lol yes @apple the iPhone 5s is ugly,-1
Yo @apple get your stuff together my iMessage is trippin again,-1
"Dear @Apple,     The 5s headphones better not suck like these regular 5 headphones, Steve is turning over in his grave.    Thanks,  Diego ??",-1
"@Apple says #iPhone5S fingerprints secure because ""apps can't access other apps"" - this lawsuit would be to differ - http://bit.ly/15V6twt",-1
"An @apple fail today, Catherine dropped her phone & broke the screen, went to store to replace said we had to have an appointment #wtf",-1
Yooo @apple why my iPhone 5 battery so sus?,-1
I hope the 5s battery life is better than the 5 because the day isn't even half over and my batteries dead... @apple,-1
Think I've decided this may be my last iPhone. @apple fix your stuffty digitizers.,-1
But @Apple looks like it teaming up with the US government cause these new features are too personal,-1
That was so rude @apple,-1
Anyone else as sad as I am about @Apple pulling their Cards app?,-1
@apple not really liking iOS7s calendar. Don't like the view when you click on a day with an event.,-1
@Apple Missed the Best Use for a Fingerprint Scanner http://zite.to/181fvIc,-1
"@apple, thank you so much for making all the iphone screens easily breakable glass. Smart way to rob us of our money even more...",-1
"Apple earphones made my ears swollen, smh I hope you're happy bc satan is judging u @apple",-1
@apple ill buy an iphone again when they make the warranty 2 years - the length of the plan # crap products,-1
@apple stop making new iphones every year and updating the software every year. #itsannoying,-1
@Apple - what happened to your famous #customer support?  GUess that's gone  too.  Your people misled me in so many ways... SAD,-1
iPhone 5C was supposed to be cheap but it's the same price as other iPhones. You disappoint me @Apple,-1
The current #iTunes interface is a mess! I can't use this convolution! @Apple,-1
This will be the 5th charger I have to buy @apple smmfh,-1
"@apple why the freak can one still not delete content from the ""recently added"" menu in itunes?",-1
"@Apple why 5c? for a cheap phone, the price is too high to entertain - Offer only 5s with more color offerings...  Stick to simple!",-1
Now you know Steve can't answer u back RT @ouukillem: My phones acting wtf is your problem @Apple @SteveJobs,-1
"@Apple you are pissing me off on this glorious Friday. Not cool dude, not cool.",-1
Pandora > itunes radio @apple,-1
"Shame on you, @Apple, @Facebook and @Amazon, says @jocofino about #climate http://gu.com/p/3tyep/tw",-1
@Apple When iOS 7 makes it look like an iPhone has a more vulgar samssung why continue to buy an iPhone?,-1
"Dear @Apple, your weather app needs to do better. Be better than The Gap.",-1
WTF @APPLE my iPHONE 5 isn't vibrating at all!! Fix this stuff bruh,-1
@apple You'd think they had #lawyers that would think of problems like this beforehand. #iPhone #firstworldproblems http://www.wired.com/opinion/2013/09/the-unexpected-result-of-fingerprint-authentication-that-you-cant-take-the-fifth/?mbid=social11837204 ,-1
"Don't understand @apple big deal. Kid just got ipad for school. iTunes & Apple Store suck. Slow, unusable, strange errors, account problems",-1
"Is it just my imagination or is @Apple trying to get $600 out of me EVERY SINGLE YEAR!! Get it right the first time, please!",-1
@Apple don't care how many times #iTunes asks I'm still not updating it #goaway,-1
@Apple When iOS 7 resembles more a vulgar samssung why continue to want an iPhone?,-1
@TactusTherapy that is unfortunate... It seems like a huge step backwards for @apple to take.,-1
@Punk240z I just hate @Apple not the phone. You ignored your obligation to defend the female condom,-1
"Downloaded @FlightRadar24 having seen it looking amazing on Android. Oh, ipad version uses @Apple's stuffty, undetailed maps. #WasteOfTime",-1.2
Dont protest @Google @Apple by marching in the streets. That achieves nothing. Hit them where it hurts their wallets. Boycott them #NSA,-1.2
"Apple is no longer an innovative company, says the man who helped Steve Jobs design the Mac @apple http://flip.it/RuY1K  #applebashing",-1.2
"@Apple: Apple Store North Scottsdail Road, Scottsdale AZ has the worst customer care I've ever seen in my life!",-1.2
This is stupid! You can only pre-order the 5c tomorrow? And pick up 5s in store the 20th? I don't wanna deal with stupid lines @apple #apple,-1.2
"@Apple Underwhelms in #China, Too -- New iPhones? In China, the reaction is 'meh'... http://add.vc/cC5",-1.2
"Every app on my phone effing up, u not slick @apple I'm not getting a 5s",-1.2
"By the way @Apple, don't expect to break the Android hold on the Asian market with that ridiculously overpriced phone any time soon.",-1.2
@apple has lost focus of the consumer and has turned to making #cheap devices to turn a profit. #shame #myEyesOnLumia,-1.2
Hey @apple enough with the freaking two tone iPhones.,-1.2
@piriyankaa @Apple Y U SO NASTY,-1.2
Lmfao that's freaked up ; @apple making us stand in line for the #5s :/,-1.2
apple takes so long to support. darn you @Apple,-1.2
"Look @apple , don't send me no emails about ya new gay butt phones.",-1.2
I dunno how these @Apple execs keep straight faces while admitting they're fooling you in exchange for the bare minimum..,-1.2
"Amazing with all the technology they have, and the amount of money they charge, @apple still can't make a laptop that doesn't overheat. #FOH",-1.2
"@Apple the mistakes, missteps your doing now - I thought you would've learned from past failures.",-1.2
Dear @apple I'm mad at you!,-1.2
A 64 bit phone with less than 4 gigs of ram has just about as much utility as a female condom.  #iphone #crapple @apple,-1.2
@apple please fix your chargers ok thx bye,-1.2
"I think @apple have lost the plot with the 5c, it's made out of plastic for Christ sake. Nobody will buy it, and if they do, they're mad",-1.2
"I'm not sure if the C in @Apple's new iPhone 5c stands for cheap or China. Either way, at $549, it is certainly not cheap.",-1.2
"@Blackberry #IChooseBlackberry10 best keyboard, swiftest multitasking, and no NSA backdoor. @apple and @google can suck my data trail.",-1.2
"Androids better anyway. ""@ouukillem: Get ya stuff together or i'm switching to android @Apple""",-1.2
"@JoshAnderson09 @Apple no, you won't be HIP. and that's WORSE THAN DYING",-1.2
@Apple does not care about their customers.,-1.2
@Apple definitely gone give the #NSA ur #fingerprints be a fool if u want too.,-1.2
@Apple you just missed the 'Black' one - so when you are copying that too ? @Nokia ;D http://sdrv.ms/161BQVl,-1.2
My iphones wifi network hasnt worked for nearly a week..I hope @apple can fix it or im switching. #theregoesallmydatausage #pissedout,-1.2
A teaser trailer of @apple 2013 macbook pro. freak you!!!,-1.2
@twitter @apple @mac WHY ARENT PICTURES LOADING FIX UR stuff,-1.2
@7evenStarz @Apple I think the iPhone 5s is a joke. But your statements are misleading.  You're blinded by your hatred of a stupid phone.,-1.2
"I used 30% of my battery texting. @apple give the next iPhone a better battery, this one sucks.",-1.2
@extrodilarry @Apple freakONG YEAH APPLE WTF,-1.2
@ughnarrybye I SHOULD O && IMESSAGE IS BEING A BUTTHOLE AS USUALLY @apple get your stuff together please,-1.2
@DeltaAssist *EP it gets worse. The notification remains even after the app is removed. Totally invasive. @apple,-1.2
You guys at @apple have me F**** if you think your going to catch me slipping with that fingerprint ish,-1.2
@apple Steve jobs didn't die for you to freak up my phone and not let me see nudes on twitter.,-1.2
Decided! I'll never buy an Iphone. @apple,-1.2
"Nothing short of a disgrace @Apple @Facebook @Amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk",-1.4
freak y'all for creating iTunes @Apple,-1.4
"Wife's ""i4"" used to last 3-4 days on a ""#fullcharge"" before OS update now full charge only last 24 hrs - shame on you @Apple!!! Pls Retweet!",-1.4
iTunes doesn't sell Simple and Clean. What the freak did I ever do to you @apple??,-1.4
THE WORST !  RT @Mati_uCurvegawd: Yooo @apple why my iPhone 5 battery so sus?,-1.4
over 500 pictures deleted and I still have /only/ one goddarn GB wtf @apple,-1.4
freak @apple I knew y'all had Siri undercover.,-1.4
Disappointing RT @joconfino: Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge CO2 http://bit.ly/18Xc8Dk  cc @CDProject,-1.4
"I hate my phone. It's slow, freezes and it's not up to date with today, I feel. @apple & @sprint would rather charge us hundreds to upgrade",-1.4
STILL WONT CHARGE DAFUQ @apple,-1.4
I'm sick of screen shots. Y'all freaked up the game @Apple,-1.4
Fix iMessage got darnit!!! @Apple,-1.4
I really hate it that @Apple switched to @IntelCPU...that really sucks ant balls. I might as well just buy a Windows machine now.,-1.4
"#TaxAvoidance and now not disclosing Carbon footprint? Shame on you, @Apple, @Facebook and @Amazon http://gu.com/p/3tyep/tw  via @guardian",-1.4
@apple since steve jobs died u suck nerds WTF IS THE IPHONE 5/5C/S switching to @SamsungMobile,-1.4
SO disappointed in @Apple  Sold me a Macbook Air that WONT run my apps. SO I have to drive hours to return it. They wont let me ship it.,-1.4
figure out your stuff @Apple,-1.4
"Dear @apple killing the Cards app? Really upset. Ease, fun, speed--and you killed it? #notcool #deepfail",-1.4
Not sure if its @verizonwireless signal or @apple iPhone but I am done with this lack of signal bullstuff!,-1.4
stop making new iPhones and improve the darn chargers come on man! @apple,-1.4
"Nothing short of a disgrace @Apple @facebook @amazon refuse 2 divulge carbon emissions data to global NGO CDP, http://bit.ly/18Xc8Dk",-1.4
Yooo @apple freak is my update @,-1.4
Twitter and snapchat works but my iMessage always freaks up. What the freak @apple,-1.4
Why is my phone so freaked up none of my pictures will load and my apps won't update and I can't get texts???? What the heck @apple,-1.6
@Apple. Safari isn't that great. Stop making me use it to watch your freaking keynote!!!,-1.6
@apple freak YOU AND YOU STUPID butt CHARGERS  I HATE YOU ! WHY ARE THEY ALWAYS HAVING SHORTAGES LIKE WTF,-1.6
iphone 5s and 5c are so freaking boring @apple u spent a year making the fingerprint? :/,-1.6
This is literally my 5th charger to break freak you @apple,-1.6
scum @apple,-1.6
@apple IM NOT KIDDING WHY THE freak CANT I USE ITALICS ON AN IPHONE FOH!!,-1.6
"@jlilest @Apple don't even get me started, if my iPhone had a face I would punch it",-1.6
"@apple your stupid ""iPhone"" is making me look like a fool w all the misspellings! If it happens again ill see you in court, motherfreaker",-1.6
pictures on here won't load freak you @twitter @apple,-1.8
"freak you for not having a 5S preorder, @Apple.",-1.8
"@Apple is trying to force me to update the iOS by crashing every time I try editing a photo and acting like a weird cow. freak you, @apple.",-1.8
"They beasted RT @Apple: go freak yourself ""@RespectRoyalty5: Apple needs to get that bum butt iPhone 5c off the website""",-1.8
"freak you @apple my battery is stuff, you should be ashamed, that is all",-1.8
freak you @apple @siri,-1.8
@verizon  @apple I HATE y'all,-1.8
freak YAL AND YAL CHEAP butt CHARGERS I BEEN THROUGH 7 OF DEM things @apple,-1.8
I S2G IF I LOSE ALL MY MUSIC AND PICTURES AGAIN IM GOING TO freakING SUE U @APPLE,-1.8
im gonna cry wtf i hate you @itunes @apple,-1.8
@apple I just cracked my iPhone for the second time this month I hate u,-1.8
freak you @apple pay me,-1.8
I hate how my phone won't focus when I take a picture with flash wow frick off @apple @iphone,-1.8
"freak you @Apple. Hoping your company goes bankrupt. Yours sincerely, an envious yet loyal customer of every product of yours #Oxymoron",-1.8
"And this is a reason why I despise @Apple and their ""Innovations"". We didn't like them then OR NOW pic.twitter.com/29piIeQ0ue",-1.8
I freaking hate you @apple,-1.8
@autocorrect @iphone @apple I h8 u,-1.8
Apparently I erred in called @telus scumbags apparently the scumbaggery belongs to @apple,-1.8
Siri is the biggest piece of stuff I've ever encountered probably the biggest disappointment by Apple to date @apple,-1.8
I swear my MacBook and iPhone  dies so fast. freak you @apple,-1.8
I hate my iPhone @apple,-1.8
oh and freak U @APPLE UR stuff,-1.8
iphone 5c is ugly as heck what the freak @apple @iphonecompanies,-2
freak YOU @APPLE,-2
freak you @apple,-2
@APPLE YOU RUINED MY LIFE,-2
@apple I hate apple!!!!!,-2
@apple worst customer service ever.,-2
@Apple YOU COW,-2
you guys are cheep little freaks and I hope u get testicular cancer and loose a nut @apple,-2
We should boycott @Apple or freakin flame them or something like how they have all this money but can't make stable chargers #freakApple,-2
wtf @telstra @apple why would you have pre-order for the 5c the crap phone no one wants and not the 5s i hate you plz die,-2
Hate you @apple,-2
freak u @apple,-2
freak @apple,-2
WHY CANT I freakING SEE PICTURES ON MY TL IM ANNOYED freak YOU @TWITTER @APPLE,-2
@APPLE YOU freakING COWS freak YOU,-2
@apple I hate you why is my phone not working I'm going to freak out,-2
@aGounalakis that's nasty! @apple is a nasty brat,-2
