Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
22077,0,1385,4,0,0,3187
65784,0,10953,50,0,0,3169
95916,0,11845,11,0,0,3182
122164,0,9944,16,0,0,3182
307149,2562,58008,19,650,2,3173
200089,4727,75019,21,300,2,3166
161453,0,38956,44,0,0,3158
135568,0,40051,21,0,0,3166
98339,0,16336,13,0,0,3145
26103,0,13692,18,0,0,3151
11133,0,0,0,0,0,3147
7011,0,19791,16,0,0,3152
177232,0,14787,13,0,0,3137
29298,0,24656,13,0,0,3141
35304,0,30532,13,0,0,3131
14952,0,250,1,250,1,3099
163315,0,8035,29,0,0,3120
23649,0,3250,16,0,0,3176
4460,0,4741,14,1816,1,3113
169794,0,22824,19,767,2,3119
23781,0,50,1,50,1,3085
704113,0,98119,23,0,0,3082
34942,0,19016,13,0,0,3089
5970,0,1000,1,0,0,3091
192246,0,3170,5,500,1,3083
34103,0,34630,16,0,0,3115
142152,0,19464,13,0,0,3088
12713,0,0,0,0,0,3077
28848,0,0,0,0,0,3069
10940,0,0,0,0,0,3062
24372,0,255,1,255,1,3064
29005,0,90,3,0,0,3060
215155,0,57130,15,0,0,3069
30062,5368,7373,10,4373,8,3057
13117,0,1972,3,0,0,3027
86341,0,20991,16,0,0,3053
142810,0,8000,4,0,0,3049
8399,0,21136,13,0,0,3052
120622,0,25675,14,500,1,3040
86150,0,7600,34,100,1,3011
14079,0,6503,16,0,0,2999
10036,0,13959,16,0,0,3030
80737,0,2845,5,150,1,3028
25435,0,7147,32,0,0,3027
241165,0,1700,3,200,2,3000
85826,0,33678,29,0,0,3026
654,0,14967,10,0,0,3022
11525,0,0,0,0,0,3008
40204,0,850,3,350,2,3006
22963,0,0,0,0,0,2998
47165,0,4545,4,0,0,2992
103240,0,44627,29,50,1,2993
61737,0,6789,12,0,0,2921
25766,0,2548,16,100,2,2973
147090,0,35511,31,1800,16,2927
79333,0,1500,3,1500,3,2977
4923,0,305,2,0,0,2985
56687,0,48989,28,0,0,2973
326704,0,37408,19,0,0,2962
45149,0,21292,10,0,0,2949
57477,0,2607,4,0,0,3038
48265,0,1000,1,0,0,2951
34249,0,4100,12,0,0,2951
210491,0,48287,18,0,0,2958
25671,0,10513,12,0,0,2945
191583,0,25675,18,0,0,2950
90332,0,12845,25,0,0,2927
53532,0,30808,18,0,0,2927
71507,0,3750,6,0,0,2934
35196,0,0,0,0,0,2922
30034,0,15816,6,0,0,2908
47787,0,47223,21,450,1,2921
46967,0,2000,9,0,0,2888
103615,0,13668,15,1300,11,2896
5110,0,0,0,0,0,2901
128927,0,61165,14,0,0,2882
5000,0,5000,1,0,0,2893
126701,0,20636,15,0,0,2878
34855,0,230,3,0,0,2882
34464,0,5312,5,0,0,2886
86638,0,45861,13,0,0,2867
140398,0,118013,26,1100,4,2972
65812,0,185,2,0,0,2854
34177,1754,7072,16,350,1,2867
58195,0,24808,13,0,0,2838
34781,0,11270,12,0,0,2859
22457,0,17579,15,0,0,2858
19996,0,500,1,0,0,3217
26256,0,2000,9,0,0,2847
42966,0,7734,6,0,0,2840
3129,0,0,0,0,0,2840
138008,5368,34178,14,200,1,2962
9611,0,2250,3,0,0,2845
40702,0,39897,14,0,0,2826
105579,0,16332,12,0,0,2830
46654,0,3215,6,0,0,2830
518960,0,15700,8,200,1,2819
39715,0,17388,12,0,0,2826
199,0,0,0,0,0,2822
6345,0,7719,18,0,0,2805
72598,0,6090,8,1100,1,2804
59805,0,2900,7,1700,5,2802
10307,0,0,0,0,0,2808
37997,0,11073,5,0,0,2805
102083,0,12978,14,150,2,2780
104632,0,26700,10,1200,7,2791
18260,0,500,1,0,0,2780
28484,0,350,3,0,0,2782
29105,0,5000,1,0,0,2774
49560,0,0,0,0,0,2770
29346,0,150,1,150,1,2773
75288,0,36866,20,0,0,2774
42366,0,6293,9,0,0,2770
151336,651,11400,6,1000,4,2742
48363,0,790,3,0,0,2766
11529,0,15738,15,0,0,2768
61956,0,17500,2,0,0,2755
15378,0,25236,9,736,3,2741
85346,0,2835,3,0,0,2748
215946,0,2125,10,0,0,2740
66539,0,27894,17,0,0,2741
97131,0,33324,19,1500,3,2727
14513,0,0,0,0,0,2731
211773,0,23256,30,0,0,2675
45742,0,7625,23,250,1,2712
39862,0,14152,18,350,2,2727
75132,0,53001,23,400,3,2720
91296,0,19057,16,0,0,2712
117290,0,1754,8,0,0,2717
75556,0,2790,6,0,0,2712
5103,0,5103,2,0,0,2697
10747,0,990,4,500,1,2697
31789,0,10220,17,0,0,2699
59515,0,3170,5,0,0,2705
86913,0,23705,6,0,0,2691
49129,0,16921,18,500,1,2692
135408,0,62224,15,607,1,2697
41152,10074,3250,19,0,0,2669
145750,0,10986,12,0,0,2531
7041,0,1747,12,0,0,2718
273442,0,54625,35,2850,7,2676
44514,0,3577,13,0,0,2657
96490,0,2000,1,0,0,2665
45050,2900,4875,10,500,1,2669
91048,0,51580,20,100,1,2669
20352,0,1900,5,500,1,2658
34294,0,17683,14,0,0,2661
59696,2586,63827,22,500,1,2654
106155,0,0,0,0,0,2657
29244,0,6252,13,0,0,2650
27592,0,335,3,0,0,2633
16128,0,475,3,0,0,2643
51353,0,8114,16,2004,10,2637
235422,0,30208,14,0,0,2629
7456,0,0,0,0,0,2635
33604,0,13619,16,0,0,2633
24803,0,0,0,0,0,2623
58411,0,2500,1,0,0,2619
3273,0,500,1,0,0,2749
28480,0,2644,6,0,0,2628
46706,0,3344,16,0,0,2609
102230,0,3406,5,500,1,2620
12096,0,50,1,50,1,2607
118487,0,3388,14,0,0,2592
20518,0,5580,10,0,0,2600
6280,0,1220,6,200,2,2578
11700,0,0,0,0,0,2585
391,0,9000,1,0,0,2581
78305,733,130,3,0,0,2580
145214,1692,3500,4,500,1,2560
137760,0,64949,13,0,0,2580
88563,0,42410,27,0,0,2567
25748,0,0,0,0,0,2566
27102,0,27102,9,0,0,2563
25824,0,17760,20,750,2,2559
23054,0,400,3,300,2,2553
29150,0,13952,14,0,0,2544
37529,0,25706,14,0,0,2558
7515,0,13681,18,0,0,2552
194576,0,41315,16,550,1,2539
24265,0,1854,12,0,0,2550
16773,0,140,2,0,0,2525
5432,0,1000,2,1000,2,2535
110480,0,44191,22,500,1,2539
86273,0,35304,15,500,1,2523
20674,0,16876,22,0,0,2528
8335,0,3750,16,0,0,2522
40893,0,1130,3,0,0,2518
644881,2600,14350,28,10850,26,2511
61081,0,37682,21,2000,4,2509
27438,0,2528,6,2528,6,2490
14748,0,2210,7,0,0,2497
49514,0,4500,22,0,0,2569
7457,0,17131,5,0,0,2496
97193,0,13338,12,0,0,2502
68456,0,6317,5,0,0,2488
123842,0,24295,14,0,0,2500
61285,0,55027,22,0,0,2412
20157,0,1450,3,150,1,2455
41073,0,13993,20,0,0,2493
21784,0,6208,14,0,0,2483
12868,0,1875,8,0,0,2483
147862,0,44783,14,0,0,2426
11836,0,5075,14,350,1,2479
25681,1526,14941,20,2963,16,2468
282784,3508,19314,17,3100,7,2460
59704,0,57404,14,0,0,2440
75279,0,5375,21,0,0,2459
66681,0,4478,16,3504,12,2465
72085,0,20310,12,150,1,2462
2039,0,0,0,0,0,2451
2214,0,0,0,0,0,2448
16208,0,0,0,0,0,2451
25829,0,1375,4,0,0,2444
83217,0,3679,4,0,0,2447
9520,0,12515,13,0,0,2438
103215,0,16726,14,0,0,2427
62629,0,36986,14,0,0,2438
45603,0,5964,13,0,0,2432
44792,0,9463,16,0,0,2430
97535,0,0,0,0,0,2418
60085,0,14714,17,0,0,2404
76938,0,23503,13,0,0,2422
2562,0,9075,11,1050,3,2412
7685,0,500,4,0,0,2406
102942,0,56780,18,0,0,2405
7029,0,495,3,0,0,2565
2119,0,0,0,0,0,2399
207311,0,31000,37,12000,24,2395
77753,0,12483,13,0,0,2377
171637,0,4300,8,2800,7,2364
35243,0,10046,15,1500,3,2356
46186,0,9744,14,0,0,2364
54810,0,19665,21,0,0,2368
25637,0,445,3,0,0,2367
35088,0,320,2,0,0,2362
73899,0,2745,14,500,1,2362
81171,0,3700,4,100,1,2348
39418,0,700,3,200,2,2343
62124,0,0,0,0,0,2355
14134,0,2125,9,0,0,2312
405499,1000,72318,46,9729,29,2329
20353,0,1729,5,0,0,2298
93154,0,30752,21,0,0,2333
9492,0,781,6,250,1,2320
18369,0,800,4,700,3,2327
32824,0,1660,5,100,1,2339
109416,0,73665,39,2200,5,2327
28312,0,1726,13,0,0,2335
78462,0,20291,14,0,0,2311
32740,0,10722,4,0,0,2315
57293,0,1000,1,0,0,2319
174743,0,27460,12,0,0,2326
59486,0,3517,4,0,0,2315
211355,0,11238,12,0,0,2294
56805,0,16617,17,0,0,2307
278258,0,1000,1,0,0,2298
18545,0,25053,22,0,0,2304
5570,0,9094,26,0,0,2287
44690,0,24779,15,1000,2,2297
127835,0,52700,21,0,0,2301
32540,0,44283,17,100,1,2297
54396,629,34007,16,0,0,2283
162840,0,57382,15,0,0,2277
109441,0,6500,10,4000,8,2237
7369,0,0,0,0,0,2277
16378,0,0,0,0,0,2272
39859,0,3675,8,0,0,2272
44214,0,24928,13,0,0,2259
73102,0,18156,20,0,0,2272
3552,0,10597,17,0,0,2264
71593,0,22666,17,0,0,2266
74072,0,50272,39,0,0,2264
42970,0,7889,14,0,0,2256
23385,0,18303,15,150,1,2248
51176,0,40397,16,0,0,2243
12426,0,0,0,0,0,2238
10062,0,2000,9,0,0,2242
34790,0,0,0,0,0,2272
95759,0,9198,12,6195,8,2231
51592,0,18678,9,0,0,2230
23294,0,420,4,0,0,2228
33398,0,14086,15,0,0,2223
229576,0,9030,19,9000,18,2217
60250,0,43071,12,0,0,2214
81871,0,23068,20,0,0,2222
259529,0,700,3,200,2,2210
430,0,220,1,0,0,2196
75949,0,952,4,0,0,2195
44206,0,22598,14,500,1,2247
125274,0,3150,4,550,2,2194
104670,0,3993,12,0,0,2202
282971,0,5780,16,300,3,2192
28731,0,29782,11,0,0,2182
16965,1651,2475,13,0,0,2182
50658,1674,1600,3,500,1,2174
124681,0,23392,39,2287,5,2173
74352,0,17868,15,0,0,2188
70308,0,41704,19,0,0,2186
98722,0,18012,19,50,1,2178
79020,0,3422,10,0,0,2179
28335,0,400,3,0,0,2161
22011,0,0,0,0,0,2167
49436,0,33836,13,0,0,2167
145072,0,15000,4,0,0,2152
8992,0,9113,11,0,0,2145
72497,0,24279,13,0,0,2161
187999,0,52429,49,4550,24,2184
62335,0,500,1,0,0,2147
41556,0,26682,4,0,0,2131
15436,0,6147,13,0,0,2138
109618,0,14159,11,0,0,2138
182228,0,41048,12,0,0,2139
1000,0,0,0,0,0,2126
36699,0,2500,13,0,0,2119
135828,0,34495,28,450,2,2142
39098,0,18992,14,0,0,2129
20713,0,13421,12,400,1,2104
18959,0,0,0,0,0,2115
28010,0,150,3,0,0,2115
148976,0,2650,3,650,2,2108
126680,0,18248,39,4723,31,2108
664,0,0,0,0,0,2108
18533,0,27904,14,0,0,2102
202168,0,12463,18,0,0,2098
4653,2433,0,0,0,0,2094
37839,0,11512,16,0,0,2084
29196,0,7011,15,0,0,2082
38378,0,1600,4,600,3,2091
66716,0,22571,16,200,1,2082
7500,0,0,0,0,0,2084
47992,0,645,4,450,1,2073
85823,0,0,0,0,0,2074
32323,0,1250,3,0,0,2074
87633,0,69237,37,4050,9,2068
104523,0,4000,2,0,0,2073
60856,0,17332,8,0,0,2076
15526,0,2750,15,0,0,2063
83781,0,35151,22,200,1,2066
17681,0,500,1,0,0,2059
76909,0,18405,12,0,0,2066
22084,0,2773,10,0,0,2054
50783,0,11595,15,0,0,2060
43220,0,4985,20,100,1,2041
41275,0,0,0,0,0,2035
13738,0,6485,18,900,5,2042
32270,0,0,0,0,0,2040
22053,0,39810,27,0,0,2042
32708,0,11556,13,0,0,2035
7108,0,5598,8,2500,5,2026
47056,0,0,0,0,0,2031
112197,0,32108,16,0,0,2013
106757,0,51234,13,0,0,2013
105294,0,56281,26,850,5,2021
180481,1249,18315,25,3100,7,2019
169139,0,9500,5,0,0,2019
92406,0,9402,26,750,2,1999
41150,0,0,0,0,0,2000
3831,0,2,4,0,0,2013
48014,0,0,0,0,0,2005
19078,0,200,1,200,1,1999
3965,0,8228,12,0,0,2003
37965,0,2250,5,0,0,1998
69884,0,89360,24,450,2,1990
24557,0,18957,20,0,0,1996
16733,0,1000,1,0,0,1983
41824,0,2100,3,0,0,1982
8188,0,500,1,500,1,1985
36146,0,4091,10,3091,9,1975
37331,0,0,0,0,0,1970
15000,0,15000,1,0,0,1976
232194,0,46165,17,0,0,1978
8557,0,200622,5,622,3,1955
1000,0,1000,1,0,0,1970
84179,0,22397,19,0,0,1976
66590,0,1300,13,0,0,1975
66445,0,22276,13,0,0,1975
174286,0,11850,18,2100,5,1950
33951,0,12279,14,0,0,1963
27204,0,7627,16,0,0,1968
16442,0,0,0,0,0,1962
39669,0,31989,14,0,0,1955
8063,0,18250,5,0,0,1950
15243,0,675,3,0,0,1944
17603,2543,7247,14,0,0,1958
66466,0,86952,22,0,0,1956
52537,0,49146,19,100,2,1944
51172,0,500,4,0,0,1939
56186,0,27538,20,400,4,1926
18074,0,1625,6,0,0,1765
31759,0,0,0,0,0,1922
34007,0,440,2,0,0,1937
28338,0,90,2,0,0,1936
28693,0,8229,20,0,0,1937
15036,0,7917,8,0,0,1935
26797,0,0,0,0,0,1928
79192,0,14404,21,150,1,2080
83651,0,14809,18,1997,3,1914
19128,0,10595,27,0,0,1919
11245,0,0,0,0,0,1920
18735,0,4100,19,0,0,1913
43310,0,11943,14,0,0,1804
51142,0,5000,3,0,0,1874
127588,0,11297,11,0,0,1906
43304,0,3750,4,250,2,1887
33064,0,300,3,0,0,1895
10424,0,0,0,0,0,1894
6517,0,2025,8,0,0,1900
47160,0,0,0,0,0,1898
15584,0,2875,16,0,0,1894
164222,0,7300,5,800,3,1892
248738,0,500,1,0,0,1888
25853,0,23163,18,0,0,1886
113183,0,4200,8,600,5,1865
153664,0,55567,17,0,0,1881
21285,0,2375,12,0,0,1879
70353,0,2986,15,150,2,1879
39728,0,16359,11,0,0,1860
28294,0,0,0,0,0,1865
109505,0,15766,23,0,0,1867
78317,0,34282,35,2537,11,1859
20969,0,40234,13,150,1,1831
36398,0,9704,22,0,0,1858
166199,6168,10550,5,50,1,1851
147770,0,64517,31,450,4,1831
16875,0,500,1,0,0,1838
17060,0,0,0,0,0,1836
44101,0,57114,19,0,0,1829
142729,0,0,0,0,0,1823
23578,0,16366,17,500,1,1830
19881,0,800,4,800,4,1822
62960,0,50255,10,0,0,1824
16685,0,400,2,0,0,1817
33405,0,1600,3,0,0,1808
37211,0,23007,18,0,0,1817
2900,0,2900,29,2900,29,1804
99226,0,5796,12,0,0,1811
31899,0,29816,20,500,1,1804
17769,0,5165,10,0,0,1807
50212,0,1507,7,500,1,1801
32125,0,1010,4,500,2,1795
12120,0,1000,1,0,0,1802
82352,0,5760,18,0,0,1797
6286,0,230,3,0,0,1788
17326,0,0,0,0,0,1787
32234,0,17001,13,0,0,1780
60386,2738,24356,14,1565,1,1785
56174,0,6589,15,0,0,1768
81144,0,34664,17,0,0,1769
51737,0,3119,19,0,0,1774
95537,0,29226,17,150,1,1774
36311,0,100,1,100,1,1766
23518,0,11843,13,0,0,1768
34042,0,3463,14,250,1,1761
19591,0,4437,8,0,0,1772
46455,0,6817,11,0,0,1763
89413,0,24667,21,0,0,1767
169546,0,68315,24,600,2,1761
17135,0,60,2,0,0,1747
72253,0,29227,16,0,0,1752
8344,0,1500,2,500,1,1753
52718,0,11540,11,0,0,1755
23933,0,10144,15,0,0,1804
179207,0,7041,6,0,0,3169
76177,0,31922,16,0,0,3057
11472,0,9068,14,0,0,3290
131635,0,60315,9,0,0,2756
124027,0,8698,12,0,0,2952
15138,0,140,3,0,0,2993
43229,0,5000,1,0,0,2644
310226,0,61894,28,1700,9,2900
27043,0,0,0,0,0,2814
55381,0,0,0,0,0,3600
53983,0,24862,13,0,0,3512
59179,0,18908,15,0,0,3530
43510,0,4850,6,350,2,3328
32886,0,3606,10,0,0,3281
7015,0,1150,3,150,2,3398
19627,0,500,1,500,1,3340
79903,0,6600,13,3300,9,3162
28464,0,5167,16,0,0,3344
9768,0,7069,8,100,1,3242
18522,0,4100,8,600,5,3256
55086,0,525,3,400,2,3293
158986,0,3558,14,0,0,3404
18939,0,855,3,0,0,3216
242018,0,3050,3,550,2,3218
61474,0,47717,14,0,0,3354
53892,1619,28641,20,0,0,3131
23315,0,705,5,50,1,3309
33918,0,145,3,0,0,3012
65926,0,11639,17,0,0,3362
67753,0,18303,15,0,0,3134
49280,0,22370,16,0,0,3312
97606,0,42980,24,0,0,3355
36861,0,4642,16,1200,3,3350
49749,0,13609,18,0,0,3265
36300,0,450,2,350,1,3329
80500,0,16368,16,0,0,3146
8210,0,9122,16,0,0,3312
40257,0,12885,31,0,0,3237
31930,6153,1337,6,267,1,3330
9154,0,0,0,0,0,3260
54345,0,1850,8,0,0,3348
38835,0,2625,11,500,1,3378
4858,0,0,0,0,0,3294
56745,0,6000,3,0,0,3280
87507,0,17714,19,0,0,3274
84126,0,5858,11,4358,10,3159
27566,0,6362,24,0,0,3279
22805,0,26334,27,1800,6,3294
38508,0,13523,13,0,0,3279
8184,0,0,0,0,0,2832
12263,0,325,1,325,1,3224
89576,0,20333,15,0,0,3099
183303,4361,11500,3,500,1,3281
326201,0,19350,14,0,0,3119
132894,0,34540,15,0,0,3106
12881,0,500,1,0,0,3244
114037,0,14000,7,500,1,3201
71682,0,11662,11,0,0,3173
94016,0,4773,6,0,0,3161
71263,0,80554,41,0,0,2987
16341,0,0,0,0,0,3190
60331,0,17878,27,0,0,3036
47966,2947,51615,11,650,3,3145
148086,0,32551,14,0,0,2913
15279,0,17984,19,300,1,3139
0,0,5491,18,2116,5,3204
52885,0,1600,6,100,1,3020
36844,0,21715,16,0,0,3161
142527,1000,24091,47,4650,24,3206
20390,0,2500,1,0,0,2528
29182,0,50698,14,0,0,2999
65207,0,34832,18,1450,4,3115
568,0,710,3,0,0,3053
30759,0,510,3,0,0,3195
276,0,2396,3,396,1,3042
22496,0,9712,14,500,1,3180
23846,0,9177,6,0,0,2678
26505,0,0,0,0,0,3102
72131,0,7681,17,0,0,2390
24406,0,5005,14,0,0,3127
63193,0,20372,14,100,1,3036
23179,0,0,0,0,0,2794
14710,0,3500,2,0,0,3149
74073,0,45526,41,200,1,2976
43348,0,68846,25,200,1,2869
97424,0,63796,17,0,0,2873
20603,0,115,5,0,0,3054
92097,2194,20450,8,1850,3,2825
31520,0,130,2,0,0,2858
29350,0,27703,15,0,0,3020
20537,0,44791,21,2612,4,1569
17376,0,4920,11,0,0,2265
24563,0,5718,8,4218,5,1776
52562,0,23773,15,600,2,3021
48224,0,0,0,0,0,2888
13271,0,0,0,0,0,1435
129919,719,7150,5,650,2,3053
17893,0,9623,13,0,0,3074
52693,0,947,4,0,0,2374
50895,0,29618,15,0,0,2980
36459,0,7573,17,5473,15,2885
68532,0,68704,21,0,0,2822
34862,0,2725,5,0,0,3004
20391,0,90,3,0,0,2884
178010,0,5500,4,500,1,2777
20773,0,13619,14,0,0,2765
264735,0,6980,17,0,0,2894
45883,2611,5647,11,0,0,1464
36978,0,100,1,100,1,3033
449205,1121,4750,9,3250,8,3071
45005,0,0,0,0,0,2934
45533,0,56208,16,0,0,2963
26513,0,7670,14,0,0,2678
20417,0,5000,1,0,0,3013
7490,0,0,0,0,0,3042
14394,0,935,4,150,2,2754
103888,0,4379,3,4379,3,2238
61191,0,8502,17,0,0,2112
7329,0,10639,16,0,0,2993
12688,0,0,0,0,0,2993
106921,0,26666,13,0,0,2581
31668,2576,1800,3,300,2,2271
34996,0,6313,14,150,1,2909
23099,0,300,3,300,3,2292
109133,0,21378,16,0,0,2989
103586,0,4000,7,3900,6,2726
45575,0,23223,17,0,0,2964
76430,0,13653,17,0,0,3018
18059,0,0,0,0,0,2019
188759,0,3082,3,0,0,2817
36953,0,25598,16,0,0,2997
27155,0,47252,15,300,1,3001
89112,4670,28670,29,0,0,2680
72768,0,290,3,0,0,2762
23178,0,0,0,0,0,2351
25676,0,0,0,0,0,1597
63190,0,18950,13,250,1,3041
1666,0,980,3,0,0,2761
105544,0,31001,16,500,1,2888
206287,1761,11294,20,150,1,2819
40255,0,2975,13,750,2,2880
5317,0,0,0,0,0,2992
7606,0,29307,17,0,0,2930
43255,0,2691,3,750,1,2864
22414,0,1094,3,0,0,2957
92225,0,48276,19,350,1,2972
127199,0,2563,14,0,0,2917
12176,0,875,7,0,0,2268
142929,0,40826,23,0,0,2803
28670,0,11727,11,0,0,2980
82122,0,700,3,700,3,3044
54637,0,21181,27,4673,21,2927
6181,0,2000,9,0,0,2878
25485,0,9655,10,2800,8,2798
16136,0,0,0,0,0,1177
128213,0,7956,13,500,1,2522
92492,0,11029,6,0,0,2839
85412,0,25102,16,500,1,2816
46003,0,1340,7,0,0,2698
95982,0,3630,3,0,0,2623
20529,0,0,0,0,0,2644
28254,0,17117,19,1050,6,2692
26101,0,3900,15,3900,15,2222
50939,0,16453,16,0,0,2753
35039,0,174,1,0,0,2314
175501,1000,34318,36,7974,19,2691
1439,0,80,2,0,0,2684
214674,0,25688,23,2500,5,2607
38429,0,1004,2,1004,2,2521
22865,0,1750,7,0,0,2375
23033,0,7910,15,0,0,2765
103172,0,3125,3,0,0,2416
23448,0,36941,18,700,3,2675
115161,0,9050,18,3050,15,2417
58382,0,11327,32,4800,23,2480
156766,0,23375,27,0,0,2840
34137,0,335,5,0,0,2593
17219,0,6167,10,3757,6,2627
43823,0,500,1,0,0,2717
63364,0,15415,11,0,0,2560
18497,0,14138,12,0,0,2643
23173,0,7843,8,0,0,2565
51367,0,40004,24,0,0,2434
34894,0,13955,17,0,0,2447
7422,0,2229,3,0,0,2653
16090,0,850,6,850,6,2592
2784,0,0,0,0,0,2066
54177,0,45403,15,500,1,2123
29326,0,23061,7,0,0,2497
26164,2556,0,0,0,0,2566
29518,0,2702,12,0,0,2532
29754,6396,500,1,0,0,2655
8000,0,0,0,0,0,941
69788,0,1500,3,1500,3,2705
38042,0,7658,17,0,0,2606
23894,0,6000,3,0,0,2705
110628,0,63759,13,0,0,2654
10839,0,190,1,190,1,2341
47513,0,19904,13,0,0,2516
16321,0,0,0,0,0,2710
37550,0,0,0,0,0,2579
37936,0,6211,12,0,0,2719
38061,0,34227,18,3600,8,2649
25934,0,370,3,0,0,2565
54942,0,4200,10,4200,10,2610
139423,0,54152,25,500,3,2677
298505,0,130647,32,600,2,2483
98753,0,1475,5,0,0,2619
25157,0,830,3,0,0,2732
24134,0,1250,3,0,0,2390
6628,0,2125,8,0,0,2539
14504,0,0,0,0,0,2329
36665,0,3250,19,0,0,2951
17481,0,1396,3,0,0,586
33111,0,0,0,0,0,2461
89237,0,37668,18,0,0,2533
93028,0,40887,22,0,0,2507
89094,0,55865,13,0,0,2404
11109,0,53627,13,0,0,2623
14957,0,0,0,0,0,2634
17823,0,15323,8,0,0,1453
8485,0,0,0,0,0,2111
56756,0,10851,14,0,0,2068
99196,0,28334,16,0,0,2595
21736,0,6672,10,0,0,2544
11324,0,11082,11,0,0,2661
60109,0,2300,6,2300,6,2501
129887,0,26810,10,810,3,2566
18150,0,240,2,0,0,2538
57432,0,13422,19,5100,12,2546
32659,0,3614,14,0,0,2553
103203,0,3200,4,200,2,1556
27122,0,0,0,0,0,2630
40252,0,1375,4,0,0,2565
194816,0,20822,25,6647,12,2424
65460,0,0,0,0,0,2493
17863,0,0,0,0,0,2028
28443,0,53065,18,150,1,2462
15655,0,2807,12,957,4,2476
38307,0,1500,3,1500,3,2151
15135,0,13357,14,0,0,2579
73601,0,12902,36,2000,4,2624
31489,0,21950,21,0,0,2216
48852,0,1058,3,0,0,2278
188883,0,5500,3,0,0,2613
37212,0,0,0,0,0,2455
43285,0,745,3,0,0,2436
10758,0,0,0,0,0,1777
40926,0,1725,7,0,0,2453
10915,0,5455,15,0,0,2473
38580,0,4337,7,0,0,2168
26650,0,4652,11,4652,11,1958
25268,888,4566,8,800,3,2126
9338,0,200,1,200,1,2371
67070,0,34600,27,2100,10,2416
19382,0,195,2,0,0,2545
25205,0,0,0,0,0,2532
9634,0,9634,5,0,0,2146
18954,0,550,3,550,3,2465
41279,0,8682,14,0,0,2241
56624,0,12311,14,0,0,2491
11021,0,115,2,0,0,2449
4096,0,3802,8,0,0,2433
5199,0,28100,16,0,0,2592
41072,0,3751,15,0,0,2378
83623,0,2692,6,900,4,2395
15920,0,2500,1,0,0,2466
50674,0,22073,12,0,0,1615
55461,0,31658,17,500,2,2315
93264,0,3250,19,0,0,2369
115154,0,13466,17,500,1,2440
24920,0,375,3,0,0,2067
64924,0,14971,13,0,0,1989
25210,0,14500,5,500,1,2138
41247,0,0,0,0,0,2407
5929,0,168,7,0,0,2371
14457,2288,1875,8,0,0,2409
29067,0,485,3,250,1,2147
112164,0,16802,14,0,0,2188
44764,0,5539,6,0,0,2081
38997,0,5158,18,0,0,2399
115215,0,5824,7,0,0,2096
96714,0,17026,15,0,0,2185
32988,0,49484,14,0,0,2161
11552,0,0,0,0,0,481
38739,0,3050,3,550,2,1976
142989,0,26210,14,500,1,2340
1724,0,27305,20,0,0,1784
56395,0,72905,24,1800,4,2344
11845,0,625,2,0,0,2334
46378,4844,2358,5,2358,5,1766
85071,0,6600,4,0,0,2322
53543,0,21183,11,563,2,1149
33834,0,3920,12,0,0,1850
36839,0,4436,6,0,0,2275
42042,0,9846,14,0,0,1606
72027,0,0,0,0,0,2386
2692,0,800,4,50,1,2447
17818,0,0,0,0,0,1709
70927,0,12011,12,1567,8,2096
57622,0,1250,3,0,0,2337
323,0,0,0,0,0,1975
33530,0,0,0,0,0,1777
16452,0,9181,5,0,0,2108
287033,0,26161,58,12873,53,2272
55487,0,23123,19,1150,5,1986
14648,0,21157,12,0,0,1843
10621,0,90,3,0,0,2223
23224,0,1750,7,0,0,2322
17684,0,93,1,0,0,2012
2477,0,2319,6,500,1,2137
44668,0,872,2,0,0,1557
22461,0,150,1,150,1,2223
103200,0,500,1,500,1,2062
74007,0,9259,13,0,0,2181
22134,0,0,0,0,0,2161
242062,0,5125,18,0,0,2150
24683,0,600,2,0,0,2117
51680,0,54926,65,3088,8,2112
8819,0,12472,15,0,0,1920
61545,0,18351,18,0,0,1973
124837,0,4400,7,1500,5,2053
50848,0,0,0,0,0,1773
19661,0,0,0,0,0,2175
32156,0,23928,29,2150,12,2257
123055,0,11564,5,1039,2,2209
63331,0,4200,4,700,2,2060
9646,0,3445,11,0,0,2140
16569,0,3204,8,0,0,2120
194111,0,12350,30,2750,15,1777
147128,0,59991,47,1065,1,2279
59177,0,2300,6,700,3,1869
26693,0,22057,14,0,0,1863
2912,0,510,1,0,0,2132
13982,0,500,1,0,0,2117
14428,0,3475,21,0,0,1599
21740,0,5625,11,0,0,2048
8811,0,600,5,0,0,2032
48256,0,8942,14,0,0,2121
10994,0,10492,15,0,0,2215
27320,2788,0,0,0,0,1725
66614,0,0,0,0,0,1992
78105,0,49364,14,0,0,2070
120860,0,2000,1,0,0,1761
77382,0,4950,13,0,0,2256
19290,0,0,0,0,0,2331
50987,0,0,0,0,0,2259
101290,0,33876,22,500,1,2291
17377,2178,500,1,0,0,2010
11711,0,500,1,500,1,1922
28712,0,1500,3,1500,3,2256
110839,0,17550,24,7550,23,2272
65633,0,3100,10,2000,8,1791
69106,0,17832,10,0,0,2007
66009,0,0,0,0,0,1603
16843,0,780,3,0,0,2112
27071,0,2125,10,0,0,2059
25807,0,550,3,550,3,1838
132871,0,300,3,200,2,1719
24065,589,29586,9,0,0,1045
92533,0,2220,4,2220,4,1905
14513,0,50,2,0,0,1710
